valuation_date,investor_id,fund_id,currency_code,holding_units,nav_price,market_value
2026-01-01,31,3,USD,992.404267,226.05,224332.98
2026-01-01,32,1,USD,732.481276,45.2468,33142.43
2026-01-01,32,2,USD,484.725688,164.531,79752.4
2026-01-01,32,3,USD,1065.09571,159.8463,170251.61
2026-01-01,33,1,USD,741.824955,116.1145,86136.63
2026-01-01,33,2,USD,414.300736,204.8395,84865.16
2026-01-01,33,3,USD,778.508408,196.0961,152662.46
2026-01-01,34,1,USD,1057.169619,30.2274,31955.49
2026-01-01,34,2,USD,644.920191,103.5984,66812.7
2026-01-01,34,3,USD,862.656648,221.1701,190793.86
2026-01-01,35,1,USD,624.563643,139.7897,87307.56
2026-01-01,35,2,USD,256.481419,132.8012,34061.04
2026-01-01,35,3,USD,374.702896,91.7701,34386.52
2026-01-01,36,1,USD,762.822606,15.6212,11916.2
2026-01-01,36,2,USD,1068.383206,139.5838,149128.99
2026-01-01,36,3,USD,310.428216,209.735,65107.66
2026-01-01,37,1,USD,364.730508,111.459,40652.5
2026-01-01,37,2,USD,606.329505,185.6767,112581.26
2026-01-01,37,3,USD,1009.900129,72.3415,73057.69
2026-01-01,38,1,USD,608.999253,39.7151,24186.47
2026-01-01,38,2,USD,907.871932,235.9223,214187.23
2026-01-01,38,3,USD,538.484263,147.3845,79364.23
2026-01-01,39,1,USD,6.256078,91.3553,571.53
2026-01-01,39,2,USD,283.316792,188.9819,53541.75
2026-01-01,39,3,USD,697.912588,181.5153,126681.81
2026-01-01,40,1,USD,1125.047311,169.7249,190948.54
2026-01-01,40,2,USD,1013.394924,66.1211,67006.79
2026-01-01,40,3,USD,359.041932,170.0614,61059.17
2026-01-01,41,1,USD,978.095079,147.4638,144233.62
2026-01-01,41,2,USD,167.965791,100.6398,16904.04
2026-01-01,41,3,USD,885.014787,35.2545,31200.75
2026-01-01,42,1,USD,619.74219,56.2133,34837.75
2026-01-01,42,2,USD,934.259412,119.0343,111208.92
2026-01-01,42,3,USD,175.863904,112.1661,19725.97
2026-01-01,43,1,USD,494.463543,32.1397,15891.91
2026-01-01,43,2,USD,509.864079,41.2152,21014.15
2026-01-01,43,3,USD,257.741282,28.7374,7406.81
2026-01-01,44,1,USD,812.186931,106.6609,86628.59
2026-01-01,44,2,USD,670.762141,196.9179,132085.07
2026-01-01,44,3,USD,1046.417751,150.2329,157206.37
2026-01-01,45,1,USD,763.753379,249.1628,190298.93
2026-01-01,45,2,USD,826.821434,237.4768,196350.91
2026-01-01,45,3,USD,878.060353,110.0614,96640.55
2026-01-01,46,1,USD,195.411329,131.3886,25674.82
2026-01-01,46,2,USD,581.717283,119.8511,69719.46
2026-01-01,46,3,USD,1161.638168,133.1645,154688.97
2026-01-01,47,1,USD,634.969328,176.673,112181.94
2026-01-01,47,2,USD,546.518849,17.8258,9742.14
2026-01-01,47,3,USD,188.207638,144.1664,27133.22
2026-01-01,48,1,USD,1106.036827,38.5039,42586.73
2026-01-01,48,2,USD,1022.781358,36.4807,37311.78
2026-01-01,48,3,USD,443.503158,79.5017,35259.26
2026-01-01,49,1,USD,627.332999,38.2581,24000.57
2026-01-01,49,2,USD,365.909511,99.8703,36543.49
2026-01-01,49,3,USD,352.777554,16.7147,5896.57
2026-01-01,50,1,USD,171.44327,198.1102,33964.66
2026-01-01,50,2,USD,506.108362,234.837,118852.97
2026-01-01,50,3,USD,366.196757,78.0358,28576.46
2026-01-08,1,1,USD,219.692559,187.5185,41196.42
2026-01-08,1,2,USD,2.502904,141.409,353.93
2026-01-08,1,3,USD,81.077446,20.7238,1680.23
2026-01-08,2,1,USD,577.411719,84.3285,48692.26
2026-01-08,2,2,USD,542.849313,91.0776,49441.41
2026-01-08,2,3,USD,452.766756,210.2704,95203.45
2026-01-08,3,1,USD,1000.420159,41.8743,41891.89
2026-01-08,3,2,USD,166.226743,162.7505,27053.49
2026-01-08,3,3,USD,914.014537,170.133,155504.04
2026-01-08,4,1,USD,178.779109,184.6874,33018.25
2026-01-08,4,2,USD,107.177977,159.9449,17142.57
2026-01-08,4,3,USD,748.307369,102.9364,77028.07
2026-01-08,5,1,USD,1080.293301,91.3595,98695.06
2026-01-08,5,2,USD,54.983657,170.9065,9397.06
2026-01-08,5,3,USD,531.715444,76.57,40713.45
2026-01-08,6,1,USD,106.23587,49.7475,5284.97
2026-01-08,6,2,USD,29.764908,161.2262,4798.88
2026-01-08,6,3,USD,925.914169,84.1235,77891.14
2026-01-08,7,1,USD,774.191613,164.5394,127385.02
2026-01-08,7,2,USD,102.182438,239.2404,24446.17
2026-01-08,7,3,USD,650.201195,191.8276,124726.53
2026-01-08,8,1,USD,1148.751368,135.2209,155335.19
2026-01-08,8,2,USD,900.670288,130.6333,117657.53
2026-01-08,8,3,USD,22.396884,167.9811,3762.25
2026-01-08,9,1,USD,638.231324,240.9704,153794.86
2026-01-08,9,2,USD,329.955034,59.3932,19597.09
2026-01-08,9,3,USD,995.628661,211.3402,210416.36
2026-01-08,10,1,USD,695.463301,30.3155,21083.32
2026-01-08,10,2,USD,640.25264,86.9035,55640.2
2026-01-08,10,3,USD,706.671632,127.9535,90421.11
2026-01-08,11,1,USD,1120.61854,91.5896,102637.0
2026-01-08,11,2,USD,216.609607,15.7737,3416.73
2026-01-08,11,3,USD,633.482107,101.6826,64414.11
2026-01-08,12,1,USD,109.230102,245.1487,26777.62
2026-01-08,12,2,USD,650.135128,78.4844,51025.47
2026-01-08,12,3,USD,219.202711,194.3931,42611.49
2026-01-08,13,1,USD,185.072845,238.5195,44143.48
2026-01-08,13,2,USD,814.330281,24.1393,19657.36
2026-01-08,13,3,USD,1153.348002,53.5499,61761.67
2026-01-08,14,1,USD,855.960748,81.5258,69782.88
2026-01-08,14,2,USD,118.493059,44.1905,5236.27
2026-01-08,14,3,USD,1071.613225,71.9042,77053.49
2026-01-08,15,1,USD,1129.893018,225.8804,255220.69
2026-01-08,15,2,USD,62.253742,67.5095,4202.72
2026-01-08,15,3,USD,716.405543,66.7579,47825.73
2026-01-08,16,1,USD,610.345528,131.0611,79992.56
2026-01-08,16,2,USD,1139.228467,74.629,85019.48
2026-01-08,16,3,USD,382.003735,142.7491,54530.69
2026-01-08,17,1,USD,78.549854,16.9375,1330.44
2026-01-08,17,2,USD,760.249554,229.2964,174322.49
2026-01-08,17,3,USD,22.347399,142.9781,3195.19
2026-01-08,18,1,USD,703.407237,34.3623,24170.69
2026-01-08,18,2,USD,915.573957,166.3722,152326.05
2026-01-08,18,3,USD,150.685611,146.379,22057.21
2026-01-08,19,1,USD,535.178707,213.1067,114050.17
2026-01-08,19,2,USD,600.518848,197.8916,118837.64
2026-01-08,19,3,USD,170.840437,139.7055,23867.35
2026-01-08,20,1,USD,201.825998,68.8388,13893.46
2026-01-08,20,2,USD,1143.135152,240.7245,275180.64
2026-01-08,20,3,USD,666.182698,20.0301,13343.71
2026-01-08,21,1,USD,975.172461,240.6675,234692.32
2026-01-08,21,2,USD,744.875902,166.7341,124196.21
2026-01-08,21,3,USD,200.858009,24.442,4909.37
2026-01-08,22,1,USD,1106.172855,75.5927,83618.59
2026-01-08,22,2,USD,301.066749,173.1995,52144.61
2026-01-08,22,3,USD,1199.090243,212.1853,254429.32
2026-01-08,23,1,USD,255.304962,211.7642,54064.45
2026-01-08,23,2,USD,337.573547,48.7399,16453.3
2026-01-08,23,3,USD,640.907144,26.7845,17166.38
2026-01-08,24,1,USD,107.658125,177.623,19122.56
2026-01-08,24,2,USD,996.597729,184.0177,183391.62
2026-01-08,24,3,USD,1198.585504,220.787,264632.1
2026-01-08,25,1,USD,253.020212,131.1569,33185.35
2026-01-08,25,2,USD,962.467864,222.1436,213806.08
2026-01-08,25,3,USD,1134.490159,162.4408,184287.49
2026-01-08,26,1,USD,1175.568417,179.861,211438.91
2026-01-08,26,2,USD,327.615767,168.9465,55349.54
2026-01-08,26,3,USD,385.965902,60.5497,23370.12
2026-01-08,27,1,USD,1150.791215,88.8297,102224.44
2026-01-08,27,2,USD,1096.82189,42.0942,46169.84
2026-01-08,27,3,USD,1106.709337,156.1088,172767.07
2026-01-08,28,1,USD,5.135097,12.2989,63.16
2026-01-08,28,2,USD,208.243225,143.3898,29859.95
2026-01-08,28,3,USD,835.787931,127.3544,106441.27
2026-01-08,29,1,USD,471.349298,29.4757,13893.35
2026-01-08,29,2,USD,1052.06435,166.304,174962.51
2026-01-08,29,3,USD,646.379194,224.2173,144929.4
2026-01-08,30,1,USD,979.267919,116.8424,114420.01
2026-01-08,30,2,USD,148.09871,243.2894,36030.85
2026-01-08,30,3,USD,451.651739,154.3146,69696.46
2026-01-08,31,1,USD,464.101242,211.395,98108.68
2026-01-08,31,2,USD,974.24365,246.1109,239771.98
2026-01-08,31,3,USD,149.716638,98.9154,14809.28
2026-01-08,32,1,USD,231.589029,12.2472,2836.32
2026-01-08,32,2,USD,891.773334,192.021,171239.21
2026-01-08,32,3,USD,816.665223,180.2075,147169.2
2026-01-08,33,1,USD,229.814012,205.9074,47320.41
2026-01-08,33,2,USD,750.28387,204.0195,153072.54
2026-01-08,33,3,USD,265.377217,245.2286,65078.08
2026-01-08,34,1,USD,1160.755807,18.8311,21858.31
2026-01-08,34,2,USD,591.40545,178.9714,105844.66
2026-01-08,34,3,USD,727.232357,11.7125,8517.71
2026-01-08,35,1,USD,1181.116246,163.2247,192787.34
2026-01-08,35,2,USD,133.135833,76.5634,10193.33
2026-01-08,35,3,USD,600.390767,50.9145,30568.6
2026-01-08,36,1,USD,232.524309,187.3156,43555.43
2026-01-08,36,2,USD,806.610656,154.7134,124793.48
2026-01-08,36,3,USD,210.634608,151.1595,31839.42
2026-01-08,37,1,USD,895.168126,40.5834,36328.97
2026-01-08,37,2,USD,1120.276081,215.315,241212.24
2026-01-08,37,3,USD,1057.203712,184.9357,195514.71
2026-01-08,38,1,USD,329.193567,213.4401,70263.11
2026-01-08,38,2,USD,27.741006,242.7546,6734.26
2026-01-08,38,3,USD,813.281353,157.4696,128067.09
2026-01-08,39,1,USD,816.816424,221.9445,181287.91
2026-01-08,39,2,USD,2.345958,112.5075,263.94
2026-01-08,39,3,USD,807.719743,166.0072,134087.29
2026-01-08,40,1,USD,1024.631774,87.5198,89675.57
2026-01-08,40,2,USD,1013.209864,107.6502,109072.24
2026-01-08,40,3,USD,146.061236,134.3909,19629.3
2026-01-08,41,1,USD,594.689659,134.1417,79772.68
2026-01-08,41,2,USD,52.15761,183.0929,9549.69
2026-01-08,41,3,USD,56.357577,230.414,12985.57
2026-01-08,42,1,USD,638.892339,85.8981,54879.64
2026-01-08,42,2,USD,470.230662,90.3294,42475.65
2026-01-08,42,3,USD,1056.118151,203.8415,215280.71
2026-01-08,43,1,USD,1188.317574,64.1507,76231.4
2026-01-08,43,2,USD,827.458758,239.8662,198479.39
2026-01-08,43,3,USD,1100.394266,57.2504,62998.01
2026-01-08,44,1,USD,395.06956,25.0826,9909.37
2026-01-08,44,2,USD,750.353641,16.6895,12523.03
2026-01-08,44,3,USD,518.338732,15.7656,8171.92
2026-01-08,45,1,USD,956.665086,234.4146,224256.26
2026-01-08,45,2,USD,1008.6091,69.3169,69913.66
2026-01-08,45,3,USD,568.29183,240.1126,136454.03
2026-01-08,46,1,USD,999.021015,207.1921,206989.26
2026-01-08,46,2,USD,623.610054,66.8185,41668.69
2026-01-08,46,3,USD,87.493003,153.9915,13473.18
2026-01-08,47,1,USD,526.235379,32.961,17345.24
2026-01-08,47,2,USD,535.747429,39.9583,21407.56
2026-01-08,47,3,USD,1169.430695,230.0115,268982.51
2026-01-08,48,1,USD,452.87416,223.6201,101271.76
2026-01-08,48,2,USD,832.0364,197.8351,164606.0
2026-01-08,48,3,USD,74.40268,202.5729,15071.97
2026-01-08,49,1,USD,65.746596,156.5773,10294.42
2026-01-08,49,2,USD,518.206788,34.4386,17846.32
2026-01-08,49,3,USD,66.947951,22.5288,1508.26
2026-01-08,50,1,USD,1019.915176,106.4039,108522.95
2026-01-08,50,2,USD,740.762372,108.6659,80495.61
2026-01-08,50,3,USD,1037.499293,198.994,206456.13
2026-01-15,1,1,USD,748.809788,118.8187,88972.61
2026-01-15,1,2,USD,557.050912,112.7454,62804.93
2026-01-15,1,3,USD,744.252845,34.3067,25532.86
2026-01-15,2,1,USD,781.105711,172.1863,134495.7
2026-01-15,2,2,USD,31.166495,134.1311,4180.4
2026-01-15,2,3,USD,705.376028,35.9216,25338.24
2026-01-15,3,1,USD,14.746299,181.1919,2671.91
2026-01-15,3,2,USD,711.463798,211.7871,150678.85
2026-01-15,3,3,USD,1085.24399,40.2356,43665.44
2026-01-15,4,1,USD,610.677608,95.2939,58193.85
2026-01-15,4,2,USD,577.679164,159.0042,91853.41
2026-01-15,4,3,USD,223.108088,43.0414,9602.88
2026-01-15,5,1,USD,52.884946,40.6434,2149.42
2026-01-15,5,2,USD,701.426754,133.1502,93395.11
2026-01-15,5,3,USD,782.045976,95.8585,74965.75
2026-01-15,6,1,USD,700.399106,139.8745,97967.97
2026-01-15,6,2,USD,174.74962,122.6857,21439.28
2026-01-15,6,3,USD,723.995388,79.8553,57814.87
2026-01-15,7,1,USD,1164.32527,134.2433,156302.87
2026-01-15,7,2,USD,789.212167,44.7041,35281.02
2026-01-15,7,3,USD,284.864827,206.6041,58854.24
2026-01-15,8,1,USD,671.339901,23.1057,15511.78
2026-01-15,8,2,USD,412.579324,244.3626,100818.96
2026-01-15,8,3,USD,768.665751,58.3027,44815.29
2026-01-15,9,1,USD,82.084531,55.4453,4551.2
2026-01-15,9,2,USD,570.870072,176.0418,100497.0
2026-01-15,9,3,USD,560.882866,176.1793,98815.95
2026-01-15,10,1,USD,1022.410419,145.8633,149132.16
2026-01-15,10,2,USD,402.792581,81.9116,32993.38
2026-01-15,10,3,USD,394.342859,35.1635,13866.48
2026-01-15,11,1,USD,1051.326574,228.5303,240259.98
2026-01-15,11,2,USD,595.116808,230.7889,137346.35
2026-01-15,11,3,USD,766.52046,176.3729,135193.44
2026-01-15,12,1,USD,559.844109,61.1532,34236.26
2026-01-15,12,2,USD,576.895449,194.4036,112150.55
2026-01-15,12,3,USD,977.583203,203.7451,199177.79
2026-01-15,13,1,USD,451.094164,106.075,47849.81
2026-01-15,13,2,USD,991.301188,11.6141,11513.07
2026-01-15,13,3,USD,11.87051,95.8928,1138.3
2026-01-15,14,1,USD,665.629927,44.1765,29405.2
2026-01-15,14,2,USD,528.489743,161.5203,85361.82
2026-01-15,14,3,USD,1095.250518,96.3782,105558.27
2026-01-15,15,1,USD,1170.37113,57.7895,67635.16
2026-01-15,15,2,USD,340.921061,62.5468,21323.52
2026-01-15,15,3,USD,314.398623,51.8283,16294.75
2026-01-15,16,1,USD,1017.041021,69.0314,70207.77
2026-01-15,16,2,USD,235.185072,52.2586,12290.44
2026-01-15,16,3,USD,314.146327,34.2857,10770.73
2026-01-15,17,1,USD,997.734884,42.9384,42841.14
2026-01-15,17,2,USD,785.843037,222.4028,174773.69
2026-01-15,17,3,USD,406.059935,60.457,24549.17
2026-01-15,18,1,USD,547.444414,98.7138,54040.32
2026-01-15,18,2,USD,446.82031,51.1264,22844.31
2026-01-15,18,3,USD,632.312089,201.7655,127578.76
2026-01-15,19,1,USD,747.84454,114.0923,85323.3
2026-01-15,19,2,USD,853.130571,38.4384,32792.97
2026-01-15,19,3,USD,1059.267747,41.3907,43843.83
2026-01-15,20,1,USD,227.569352,137.8131,31362.04
2026-01-15,20,2,USD,833.224675,86.3084,71914.29
2026-01-15,20,3,USD,515.448198,162.6743,83850.17
2026-01-15,21,1,USD,1105.216313,193.1398,213461.26
2026-01-15,21,2,USD,704.791047,215.0645,151575.53
2026-01-15,21,3,USD,353.019295,45.6561,16117.48
2026-01-15,22,1,USD,296.605978,161.0702,47774.38
2026-01-15,22,2,USD,336.087968,40.35,13561.15
2026-01-15,22,3,USD,609.923377,150.1797,91598.11
2026-01-15,23,1,USD,586.788763,184.5517,108292.86
2026-01-15,23,2,USD,941.598268,199.8393,188168.34
2026-01-15,23,3,USD,737.863738,50.184,37028.95
2026-01-15,24,1,USD,465.739013,221.7813,103292.2
2026-01-15,24,2,USD,901.363523,99.8239,89977.62
2026-01-15,24,3,USD,622.670839,52.9596,32976.4
2026-01-15,25,1,USD,854.984248,136.1142,116375.5
2026-01-15,25,2,USD,579.956466,239.3805,138830.27
2026-01-15,25,3,USD,568.509787,149.4848,84983.57
2026-01-15,26,1,USD,765.726721,199.7499,152953.84
2026-01-15,26,2,USD,779.684714,59.7279,46568.93
2026-01-15,26,3,USD,1073.86155,118.4992,127251.73
2026-01-15,27,1,USD,281.26151,62.4625,17568.3
2026-01-15,27,2,USD,510.027425,100.4999,51257.71
2026-01-15,27,3,USD,188.651204,212.1836,40028.69
2026-01-15,28,1,USD,305.43509,30.3421,9267.54
2026-01-15,28,2,USD,901.947302,80.8115,72887.71
2026-01-15,28,3,USD,622.584865,65.2426,40619.06
2026-01-15,29,1,USD,49.371506,132.9429,6563.59
2026-01-15,29,2,USD,403.648777,118.2763,47742.08
2026-01-15,29,3,USD,519.006795,98.2029,50967.97
2026-01-15,30,1,USD,597.051674,75.5247,45092.15
2026-01-15,30,2,USD,29.661836,116.0052,3440.93
2026-01-15,30,3,USD,318.749854,28.2132,8992.95
2026-01-15,31,1,USD,1081.771017,80.6843,87281.94
2026-01-15,31,2,USD,602.117904,141.1965,85016.94
2026-01-15,31,3,USD,93.790812,76.342,7160.18
2026-01-15,32,1,USD,273.289911,38.4611,10511.03
2026-01-15,32,2,USD,432.284269,141.0463,60972.1
2026-01-15,32,3,USD,400.50941,172.0258,68897.95
2026-01-15,33,1,USD,300.028372,188.8507,56660.57
2026-01-15,33,2,USD,922.179425,212.9076,196339.01
2026-01-15,33,3,USD,228.770924,154.9682,35452.22
2026-01-15,34,1,USD,165.438151,215.1998,35602.26
2026-01-15,34,2,USD,859.422431,140.3502,120620.11
2026-01-15,34,3,USD,313.362533,194.8183,61048.76
2026-01-15,35,1,USD,338.214324,93.1918,31518.8
2026-01-15,35,2,USD,1196.210802,236.9956,283496.7
2026-01-15,35,3,USD,986.233579,191.8735,189232.09
2026-01-15,36,1,USD,14.268864,166.9818,2382.64
2026-01-15,36,2,USD,1187.129552,238.3573,282960.99
2026-01-15,36,3,USD,1038.559345,64.6188,67110.46
2026-01-15,37,1,USD,868.003068,60.37,52401.35
2026-01-15,37,2,USD,280.467828,150.8809,42317.24
2026-01-15,37,3,USD,663.138304,122.4972,81232.59
2026-01-15,38,1,USD,977.277253,91.7583,89673.3
2026-01-15,38,2,USD,103.051027,212.9924,21949.09
2026-01-15,38,3,USD,514.551569,236.0631,121466.64
2026-01-15,39,1,USD,501.225438,115.2834,57782.97
2026-01-15,39,2,USD,1023.53295,17.225,17630.36
2026-01-15,39,3,USD,166.740271,219.7001,36632.85
2026-01-15,40,1,USD,366.686323,187.0732,68597.18
2026-01-15,40,2,USD,599.760254,168.1236,100833.85
2026-01-15,40,3,USD,425.594932,64.1178,27288.21
2026-01-15,41,1,USD,510.863218,190.6303,97386.01
2026-01-15,41,2,USD,915.409897,175.7245,160859.95
2026-01-15,41,3,USD,359.56465,150.8692,54247.23
2026-01-15,42,1,USD,681.092913,17.7302,12075.91
2026-01-15,42,2,USD,166.961683,244.5384,40828.54
2026-01-15,42,3,USD,1193.108845,146.3658,174630.33
2026-01-15,43,1,USD,958.974933,229.3005,219893.43
2026-01-15,43,2,USD,688.654481,103.8126,71491.01
2026-01-15,43,3,USD,457.582276,237.6862,108760.99
2026-01-15,44,1,USD,76.451098,102.7441,7854.9
2026-01-15,44,2,USD,569.733186,88.9219,50661.76
2026-01-15,44,3,USD,1154.325775,163.3608,188571.58
2026-01-15,45,1,USD,365.574557,51.1417,18696.1
2026-01-15,45,2,USD,809.862645,52.6327,42625.26
2026-01-15,45,3,USD,991.769794,154.8073,153533.2
2026-01-15,46,1,USD,32.206206,57.7597,1860.22
2026-01-15,46,2,USD,1093.614372,102.6146,112220.8
2026-01-15,46,3,USD,247.070756,79.8653,19732.38
2026-01-15,47,1,USD,629.274837,119.1193,74958.78
2026-01-15,47,2,USD,442.382719,12.6513,5596.72
2026-01-15,47,3,USD,392.126484,228.355,89544.04
2026-01-15,48,1,USD,469.326328,247.5028,116159.58
2026-01-15,48,2,USD,154.965203,110.4192,17111.13
2026-01-15,48,3,USD,891.771305,103.3583,92171.97
2026-01-15,49,1,USD,1084.305005,59.5551,64575.89
2026-01-15,49,2,USD,1044.538881,84.3417,88098.18
2026-01-15,49,3,USD,981.475324,169.5502,166409.34
2026-01-15,50,1,USD,190.5375,148.0219,28203.72
2026-01-15,50,2,USD,372.376483,58.7135,21863.53
2026-01-15,50,3,USD,860.126457,120.1495,103343.76
2026-01-22,1,1,USD,242.043275,247.8604,59992.94
2026-01-22,1,2,USD,534.877897,207.8998,111201.01
2026-01-22,1,3,USD,725.818319,69.2416,50256.82
2026-01-22,2,1,USD,394.669755,146.615,57864.51
2026-01-22,2,2,USD,589.150352,121.0469,71314.82
2026-01-22,2,3,USD,46.901748,31.8646,1494.51
2026-01-22,3,1,USD,775.558965,230.535,178793.49
2026-01-22,3,2,USD,416.138208,212.2335,88318.47
2026-01-22,3,3,USD,950.816142,103.8617,98753.38
2026-01-22,4,1,USD,988.115527,213.9625,211419.67
2026-01-22,4,2,USD,498.06331,53.0987,26446.51
2026-01-22,4,3,USD,741.28382,113.6984,84282.78
2026-01-22,5,1,USD,461.597996,168.1792,77631.18
2026-01-22,5,2,USD,838.226443,32.9282,27601.29
2026-01-22,5,3,USD,838.373708,20.4795,17169.47
2026-01-22,6,1,USD,1062.650182,47.9037,50904.88
2026-01-22,6,2,USD,1059.066999,139.057,147270.68
2026-01-22,6,3,USD,799.988329,26.0185,20814.5
2026-01-22,7,1,USD,871.845305,226.5363,197504.61
2026-01-22,7,2,USD,1090.483765,108.7068,118543.0
2026-01-22,7,3,USD,914.232959,39.0953,35742.21
2026-01-22,8,1,USD,442.478479,191.2952,84644.01
2026-01-22,8,2,USD,605.273811,197.0826,119288.94
2026-01-22,8,3,USD,492.115281,49.5614,24389.92
2026-01-22,9,1,USD,248.846515,20.7124,5154.21
2026-01-22,9,2,USD,32.061455,163.328,5236.53
2026-01-22,9,3,USD,810.74648,120.857,97984.39
2026-01-22,10,1,USD,412.389258,105.842,43648.1
2026-01-22,10,2,USD,233.284301,19.0659,4447.78
