trade_date,fund_id,transaction_type,currency_code,transaction_count,net_amount
2026-01-18,1,SUBSCRIPTION,USD,2,17069.87
2026-01-18,2,REDEMPTION,USD,1,-37226.65
2026-01-18,2,SUBSCRIPTION,USD,5,155951.04
2026-01-18,3,REDEMPTION,USD,1,-37993.29
2026-01-18,3,SUBSCRIPTION,USD,4,92019.79
2026-01-19,1,SUBSCRIPTION,USD,4,82977.16
2026-01-19,2,REDEMPTION,USD,1,-34821.76
2026-01-19,2,SUBSCRIPTION,USD,4,90228.24
2026-01-19,3,REDEMPTION,USD,3,-92482.04
2026-01-19,3,SUBSCRIPTION,USD,4,123951.03
2026-01-20,1,REDEMPTION,USD,2,-19984.17
2026-01-20,1,SUBSCRIPTION,USD,2,30059.04
2026-01-20,2,SUBSCRIPTION,USD,1,10054.28
2026-01-20,3,REDEMPTION,USD,3,-92891.4
2026-01-20,3,SUBSCRIPTION,USD,2,91068.03
2026-01-21,1,REDEMPTION,USD,2,-55147.48
2026-01-21,1,SUBSCRIPTION,USD,3,79211.22
2026-01-21,3,SUBSCRIPTION,USD,3,87093.33
2026-01-22,1,REDEMPTION,USD,1,-23687.19
2026-01-22,1,SUBSCRIPTION,USD,2,41265.04
2026-01-22,2,REDEMPTION,USD,1,-20401.49
2026-01-22,2,SUBSCRIPTION,USD,2,66973.12
2026-01-22,3,REDEMPTION,USD,1,-7516.5
2026-01-22,3,SUBSCRIPTION,USD,1,7240.01
2026-01-23,1,REDEMPTION,USD,2,-24063.74
2026-01-23,1,SUBSCRIPTION,USD,5,155310.41
2026-01-23,2,REDEMPTION,USD,1,-21004.7
2026-01-23,3,REDEMPTION,USD,2,-53574.65
2026-01-23,3,SUBSCRIPTION,USD,6,188480.88
2026-01-24,1,REDEMPTION,USD,2,-29569.69
2026-01-24,1,SUBSCRIPTION,USD,3,82667.87
2026-01-24,2,REDEMPTION,USD,1,-19164.54
2026-01-24,2,SUBSCRIPTION,USD,1,27148.86
2026-01-24,3,REDEMPTION,USD,3,-67849.79
2026-01-24,3,SUBSCRIPTION,USD,1,34557.48
2026-01-25,1,REDEMPTION,USD,2,-38761.89
2026-01-25,2,REDEMPTION,USD,1,-4871.94
2026-01-25,2,SUBSCRIPTION,USD,1,27078.41
2026-01-25,3,REDEMPTION,USD,1,-5581.52
2026-01-25,3,SUBSCRIPTION,USD,3,62256.35
2026-01-26,1,REDEMPTION,USD,2,-49660.38
2026-01-26,1,SUBSCRIPTION,USD,4,117482.0
2026-01-26,2,REDEMPTION,USD,1,-32061.14
2026-01-26,2,SUBSCRIPTION,USD,4,67432.1
2026-01-26,3,REDEMPTION,USD,3,-100137.34
2026-01-26,3,SUBSCRIPTION,USD,4,120393.47
2026-01-27,1,REDEMPTION,USD,1,-18616.95
2026-01-27,1,SUBSCRIPTION,USD,4,46880.31
2026-01-27,2,REDEMPTION,USD,1,-4624.29
2026-01-27,2,SUBSCRIPTION,USD,7,225761.01
2026-01-27,3,SUBSCRIPTION,USD,2,59194.55
2026-01-28,1,REDEMPTION,USD,2,-62900.99
2026-01-28,1,SUBSCRIPTION,USD,6,138406.38
2026-01-28,2,SUBSCRIPTION,USD,4,79977.94
2026-01-28,3,SUBSCRIPTION,USD,3,41590.43
2026-01-29,1,REDEMPTION,USD,1,-47640.26
2026-01-29,1,SUBSCRIPTION,USD,2,35217.35
2026-01-29,2,SUBSCRIPTION,USD,2,12806.36
2026-01-29,3,REDEMPTION,USD,2,-44246.58
2026-01-29,3,SUBSCRIPTION,USD,3,83000.96
2026-01-30,1,SUBSCRIPTION,USD,3,87168.53
2026-01-30,2,REDEMPTION,USD,2,-74872.86
2026-01-30,2,SUBSCRIPTION,USD,4,133575.15
2026-01-30,3,REDEMPTION,USD,1,-38675.33
2026-01-30,3,SUBSCRIPTION,USD,2,54167.19
2026-01-31,1,SUBSCRIPTION,USD,3,111648.15
2026-01-31,2,REDEMPTION,USD,2,-69782.3
2026-01-31,2,SUBSCRIPTION,USD,3,110310.62
2026-01-31,3,SUBSCRIPTION,USD,5,87274.27
2026-02-01,1,REDEMPTION,USD,1,-46762.3
2026-02-01,2,SUBSCRIPTION,USD,2,25973.19
2026-02-01,3,REDEMPTION,USD,1,-38373.57
2026-02-01,3,SUBSCRIPTION,USD,5,178115.86
2026-02-02,1,REDEMPTION,USD,1,-35373.48
2026-02-02,1,SUBSCRIPTION,USD,1,6042.34
2026-02-02,2,REDEMPTION,USD,1,-6784.78
2026-02-02,2,SUBSCRIPTION,USD,4,94694.69
2026-02-02,3,REDEMPTION,USD,3,-106607.97
2026-02-02,3,SUBSCRIPTION,USD,4,123953.94
2026-02-03,1,REDEMPTION,USD,2,-68526.75
2026-02-03,1,SUBSCRIPTION,USD,3,51682.01
2026-02-03,2,REDEMPTION,USD,1,-16224.19
2026-02-03,2,SUBSCRIPTION,USD,5,136706.93
2026-02-03,3,REDEMPTION,USD,1,-13011.22
2026-02-03,3,SUBSCRIPTION,USD,1,3151.11
2026-02-04,1,REDEMPTION,USD,1,-10689.77
2026-02-04,1,SUBSCRIPTION,USD,5,122825.0
2026-02-04,2,REDEMPTION,USD,1,-46941.17
2026-02-04,2,SUBSCRIPTION,USD,4,163702.82
2026-02-04,3,REDEMPTION,USD,1,-13242.78
2026-02-04,3,SUBSCRIPTION,USD,1,35530.54
2026-02-05,1,SUBSCRIPTION,USD,7,212963.8
2026-02-05,2,REDEMPTION,USD,2,-65326.21
2026-02-05,2,SUBSCRIPTION,USD,4,92719.94
2026-02-05,3,REDEMPTION,USD,2,-67338.45
2026-02-05,3,SUBSCRIPTION,USD,3,63438.53
2026-02-06,1,REDEMPTION,USD,1,-27805.27
2026-02-06,1,SUBSCRIPTION,USD,3,65671.47
2026-02-06,2,REDEMPTION,USD,1,-18210.33
2026-02-06,3,REDEMPTION,USD,2,-17401.12
2026-02-06,3,SUBSCRIPTION,USD,3,95940.87
2026-02-07,1,SUBSCRIPTION,USD,5,107178.66
2026-02-07,2,REDEMPTION,USD,2,-64562.93
2026-02-07,2,SUBSCRIPTION,USD,3,73744.99
2026-02-07,3,REDEMPTION,USD,1,-35520.73
2026-02-07,3,SUBSCRIPTION,USD,2,56412.29
2026-02-08,1,SUBSCRIPTION,USD,2,78976.9
2026-02-08,2,SUBSCRIPTION,USD,4,141949.71
2026-02-08,3,REDEMPTION,USD,1,-39501.54
2026-02-08,3,SUBSCRIPTION,USD,2,43585.75
2026-02-09,1,REDEMPTION,USD,1,-20951.35
2026-02-09,1,SUBSCRIPTION,USD,2,43366.35
2026-02-09,2,REDEMPTION,USD,1,-3415.26
2026-02-09,2,SUBSCRIPTION,USD,1,21421.86
2026-02-09,3,REDEMPTION,USD,2,-6633.69
2026-02-09,3,SUBSCRIPTION,USD,1,43576.1
2026-02-10,1,SUBSCRIPTION,USD,1,8982.46
2026-02-10,2,REDEMPTION,USD,2,-55880.04
2026-02-10,2,SUBSCRIPTION,USD,3,102201.39
2026-02-10,3,REDEMPTION,USD,2,-53382.33
2026-02-10,3,SUBSCRIPTION,USD,4,80657.42
2026-02-11,1,REDEMPTION,USD,1,-29595.16
2026-02-11,1,SUBSCRIPTION,USD,1,37305.03
2026-02-11,2,REDEMPTION,USD,1,-20825.35
2026-02-11,2,SUBSCRIPTION,USD,4,118365.95
2026-02-11,3,REDEMPTION,USD,1,-34629.59
2026-02-12,1,REDEMPTION,USD,2,-23040.99
2026-02-12,1,SUBSCRIPTION,USD,5,79629.64
2026-02-12,2,REDEMPTION,USD,2,-49651.71
2026-02-12,3,REDEMPTION,USD,2,-34086.43
2026-02-12,3,SUBSCRIPTION,USD,4,120658.21
2026-02-13,1,REDEMPTION,USD,1,-21422.0
2026-02-13,1,SUBSCRIPTION,USD,4,109689.05
2026-02-13,2,REDEMPTION,USD,1,-5554.61
2026-02-13,2,SUBSCRIPTION,USD,4,86503.23
2026-02-13,3,REDEMPTION,USD,1,-9172.16
2026-02-13,3,SUBSCRIPTION,USD,7,187239.25
2026-02-14,1,REDEMPTION,USD,3,-66336.06
2026-02-14,1,SUBSCRIPTION,USD,2,37394.95
2026-02-14,2,REDEMPTION,USD,2,-84614.22
2026-02-14,2,SUBSCRIPTION,USD,5,163261.67
2026-02-14,3,REDEMPTION,USD,2,-52084.12
2026-02-14,3,SUBSCRIPTION,USD,4,104883.19
2026-02-15,1,REDEMPTION,USD,1,-9508.86
2026-02-15,1,SUBSCRIPTION,USD,1,15238.4
2026-02-15,2,REDEMPTION,USD,1,-7770.82
2026-02-15,3,REDEMPTION,USD,3,-83951.02
2026-02-15,3,SUBSCRIPTION,USD,2,91082.21
2026-02-16,1,REDEMPTION,USD,1,-15461.89
2026-02-16,1,SUBSCRIPTION,USD,1,13315.72
2026-02-16,2,REDEMPTION,USD,1,-8885.83
2026-02-16,2,SUBSCRIPTION,USD,2,73091.24
2026-02-16,3,REDEMPTION,USD,1,-27161.24
2026-02-16,3,SUBSCRIPTION,USD,3,52002.38
2026-02-17,1,REDEMPTION,USD,1,-6848.34
2026-02-17,1,SUBSCRIPTION,USD,1,27314.76
2026-02-17,2,SUBSCRIPTION,USD,1,29615.32
2026-02-17,3,REDEMPTION,USD,4,-57078.37
2026-02-17,3,SUBSCRIPTION,USD,4,97667.83
2026-02-18,1,REDEMPTION,USD,2,-29507.98
2026-02-18,1,SUBSCRIPTION,USD,3,77002.23
2026-02-18,2,REDEMPTION,USD,1,-2510.14
2026-02-18,2,SUBSCRIPTION,USD,1,33991.64
2026-02-18,3,REDEMPTION,USD,2,-50513.48
2026-02-18,3,SUBSCRIPTION,USD,5,89509.33
2026-02-19,1,SUBSCRIPTION,USD,1,29449.19
2026-02-19,2,REDEMPTION,USD,1,-42721.48
2026-02-19,2,SUBSCRIPTION,USD,1,31200.78
2026-02-19,3,REDEMPTION,USD,2,-26451.85
2026-02-19,3,SUBSCRIPTION,USD,3,36882.66
2026-02-20,1,REDEMPTION,USD,4,-126176.49
2026-02-20,1,SUBSCRIPTION,USD,2,24408.94
2026-02-20,2,REDEMPTION,USD,2,-92170.34
2026-02-20,2,SUBSCRIPTION,USD,3,57224.83
2026-02-20,3,REDEMPTION,USD,2,-76061.19
2026-02-20,3,SUBSCRIPTION,USD,4,49635.36
2026-02-21,1,SUBSCRIPTION,USD,5,170163.59
2026-02-21,2,REDEMPTION,USD,2,-10681.06
2026-02-21,2,SUBSCRIPTION,USD,2,44144.87
2026-02-21,3,SUBSCRIPTION,USD,4,105885.49
2026-02-22,1,SUBSCRIPTION,USD,2,77932.72
2026-02-22,2,SUBSCRIPTION,USD,4,96414.57
2026-02-22,3,REDEMPTION,USD,1,-21023.69
2026-02-22,3,SUBSCRIPTION,USD,2,31922.77
2026-02-23,1,REDEMPTION,USD,3,-105925.26
2026-02-23,1,SUBSCRIPTION,USD,4,113141.7
2026-02-23,2,REDEMPTION,USD,1,-1259.24
2026-02-23,2,SUBSCRIPTION,USD,4,91311.25
2026-02-23,3,SUBSCRIPTION,USD,4,71160.54
2026-02-24,1,REDEMPTION,USD,2,-73416.55
2026-02-24,1,SUBSCRIPTION,USD,1,19750.99
2026-02-24,2,REDEMPTION,USD,1,-23483.57
2026-02-24,2,SUBSCRIPTION,USD,2,11785.24
2026-02-24,3,REDEMPTION,USD,2,-69937.67
2026-02-24,3,SUBSCRIPTION,USD,3,75483.6
2026-02-25,1,REDEMPTION,USD,1,-37188.56
2026-02-25,1,SUBSCRIPTION,USD,3,80816.14
2026-02-25,2,SUBSCRIPTION,USD,7,226997.46
2026-02-25,3,SUBSCRIPTION,USD,6,144068.79
2026-02-26,1,REDEMPTION,USD,1,-25104.65
2026-02-26,1,SUBSCRIPTION,USD,5,90934.86
2026-02-26,2,REDEMPTION,USD,3,-80160.01
2026-02-26,2,SUBSCRIPTION,USD,3,55339.48
2026-02-26,3,REDEMPTION,USD,1,-42549.38
2026-02-26,3,SUBSCRIPTION,USD,5,127015.87
2026-02-27,1,SUBSCRIPTION,USD,5,84488.33
2026-02-27,2,REDEMPTION,USD,2,-11473.97
2026-02-27,2,SUBSCRIPTION,USD,4,131890.34
2026-02-27,3,REDEMPTION,USD,2,-64800.07
2026-02-27,3,SUBSCRIPTION,USD,1,16711.54
2026-02-28,1,SUBSCRIPTION,USD,4,95307.76
2026-02-28,2,REDEMPTION,USD,2,-43209.37
2026-02-28,2,SUBSCRIPTION,USD,4,142963.76
2026-02-28,3,REDEMPTION,USD,2,-49328.41
2026-02-28,3,SUBSCRIPTION,USD,5,165215.19
2026-03-01,1,REDEMPTION,USD,3,-59263.3
2026-03-01,1,SUBSCRIPTION,USD,1,49677.19
2026-03-01,2,REDEMPTION,USD,1,-22098.82
2026-03-01,2,SUBSCRIPTION,USD,2,57438.16
2026-03-01,3,REDEMPTION,USD,1,-21381.71
2026-03-01,3,SUBSCRIPTION,USD,5,168618.56
2026-03-02,1,REDEMPTION,USD,2,-29494.26
2026-03-02,1,SUBSCRIPTION,USD,4,87667.22
2026-03-02,2,REDEMPTION,USD,1,-9472.22
2026-03-02,2,SUBSCRIPTION,USD,1,20590.11
2026-03-02,3,REDEMPTION,USD,1,-8506.68
2026-03-02,3,SUBSCRIPTION,USD,6,113361.98
2026-03-03,1,REDEMPTION,USD,2,-47221.72
2026-03-03,1,SUBSCRIPTION,USD,4,130034.58
2026-03-03,2,REDEMPTION,USD,1,-18413.53
2026-03-03,2,SUBSCRIPTION,USD,5,169309.11
2026-03-03,3,REDEMPTION,USD,2,-33319.38
2026-03-03,3,SUBSCRIPTION,USD,3,84498.38
2026-03-04,1,REDEMPTION,USD,3,-117903.9
2026-03-04,1,SUBSCRIPTION,USD,4,67541.07
2026-03-04,2,REDEMPTION,USD,3,-111303.95
2026-03-04,2,SUBSCRIPTION,USD,2,50067.31
2026-03-04,3,REDEMPTION,USD,1,-6800.98
2026-03-04,3,SUBSCRIPTION,USD,2,72976.01
2026-03-05,1,SUBSCRIPTION,USD,4,127007.93
2026-03-05,2,SUBSCRIPTION,USD,5,130880.47
2026-03-05,3,REDEMPTION,USD,2,-38215.0
2026-03-05,3,SUBSCRIPTION,USD,5,160109.23
2026-03-06,1,REDEMPTION,USD,1,-30990.63
2026-03-06,1,SUBSCRIPTION,USD,1,21430.89
2026-03-06,2,REDEMPTION,USD,1,-41192.97
2026-03-06,2,SUBSCRIPTION,USD,2,77873.99
2026-03-06,3,REDEMPTION,USD,2,-76914.17
2026-03-06,3,SUBSCRIPTION,USD,1,46642.51
2026-03-07,1,REDEMPTION,USD,2,-62450.09
2026-03-07,1,SUBSCRIPTION,USD,3,62720.67
2026-03-07,2,REDEMPTION,USD,2,-28221.4
2026-03-07,2,SUBSCRIPTION,USD,1,29181.99
2026-03-07,3,REDEMPTION,USD,1,-37135.95
2026-03-07,3,SUBSCRIPTION,USD,5,145532.89
2026-03-08,1,REDEMPTION,USD,1,-22744.93
2026-03-08,1,SUBSCRIPTION,USD,4,74377.35
2026-03-08,2,REDEMPTION,USD,2,-40717.6
2026-03-08,2,SUBSCRIPTION,USD,3,76170.09
2026-03-08,3,REDEMPTION,USD,1,-32303.69
2026-03-08,3,SUBSCRIPTION,USD,2,36597.58
2026-03-09,1,REDEMPTION,USD,1,-33593.85
2026-03-09,1,SUBSCRIPTION,USD,2,78988.64
2026-03-09,2,SUBSCRIPTION,USD,5,139004.64
2026-03-10,1,SUBSCRIPTION,USD,1,40881.87
2026-03-10,2,SUBSCRIPTION,USD,4,36767.36
2026-03-10,3,REDEMPTION,USD,1,-38096.81
2026-03-10,3,SUBSCRIPTION,USD,4,128378.88
2026-03-11,1,SUBSCRIPTION,USD,2,52406.2
2026-03-11,2,REDEMPTION,USD,3,-94658.31
2026-03-11,2,SUBSCRIPTION,USD,4,128186.91
2026-03-11,3,REDEMPTION,USD,3,-102096.76
2026-03-11,3,SUBSCRIPTION,USD,4,113330.16
2026-03-12,1,REDEMPTION,USD,1,-30181.66
2026-03-12,1,SUBSCRIPTION,USD,5,162283.73
2026-03-12,2,REDEMPTION,USD,2,-52772.36
2026-03-12,2,SUBSCRIPTION,USD,2,43837.76
2026-03-12,3,REDEMPTION,USD,3,-78785.21
2026-03-12,3,SUBSCRIPTION,USD,2,54155.04
2026-03-13,1,REDEMPTION,USD,1,-1586.11
2026-03-13,2,SUBSCRIPTION,USD,4,108489.11
2026-03-13,3,REDEMPTION,USD,1,-36981.36
2026-03-13,3,SUBSCRIPTION,USD,2,94839.77
2026-03-14,1,REDEMPTION,USD,3,-66792.23
2026-03-14,1,SUBSCRIPTION,USD,5,175302.77
2026-03-14,2,REDEMPTION,USD,2,-29750.76
2026-03-14,2,SUBSCRIPTION,USD,3,101560.6
2026-03-14,3,REDEMPTION,USD,1,-32747.39
2026-03-14,3,SUBSCRIPTION,USD,3,100120.56
2026-03-15,1,SUBSCRIPTION,USD,4,148512.63
2026-03-15,2,REDEMPTION,USD,1,-49127.44
2026-03-15,2,SUBSCRIPTION,USD,3,89893.39
2026-03-15,3,REDEMPTION,USD,1,-40777.13
2026-03-15,3,SUBSCRIPTION,USD,6,96013.38
2026-03-16,1,REDEMPTION,USD,1,-46318.21
2026-03-16,1,SUBSCRIPTION,USD,1,43273.82
2026-03-16,2,SUBSCRIPTION,USD,4,33705.04
2026-03-16,3,REDEMPTION,USD,1,-38855.57
2026-03-16,3,SUBSCRIPTION,USD,3,47435.46
2026-03-17,1,REDEMPTION,USD,1,-45020.27
2026-03-17,1,SUBSCRIPTION,USD,7,136385.74
2026-03-17,2,REDEMPTION,USD,1,-10908.33
2026-03-17,2,SUBSCRIPTION,USD,2,68053.66
2026-03-17,3,REDEMPTION,USD,1,-5237.24
2026-03-17,3,SUBSCRIPTION,USD,3,84330.67
2026-03-18,1,SUBSCRIPTION,USD,4,94324.45
2026-03-18,2,REDEMPTION,USD,3,-92225.47
2026-03-18,2,SUBSCRIPTION,USD,4,65745.54
2026-03-18,3,REDEMPTION,USD,1,-16702.73
2026-03-18,3,SUBSCRIPTION,USD,3,67137.16
2026-03-19,1,REDEMPTION,USD,2,-61411.5
2026-03-19,1,SUBSCRIPTION,USD,5,146532.95
2026-03-19,2,SUBSCRIPTION,USD,5,130438.18
2026-03-19,3,REDEMPTION,USD,2,-47484.44
2026-03-19,3,SUBSCRIPTION,USD,1,44902.9
2026-03-20,1,REDEMPTION,USD,3,-88890.83
2026-03-20,1,SUBSCRIPTION,USD,3,84817.91
2026-03-20,2,SUBSCRIPTION,USD,5,127388.4
2026-03-20,3,REDEMPTION,USD,3,-64109.51
2026-03-20,3,SUBSCRIPTION,USD,1,8038.32
2026-03-21,1,REDEMPTION,USD,2,-19184.78
2026-03-21,1,SUBSCRIPTION,USD,3,32552.32
2026-03-21,2,REDEMPTION,USD,1,-6711.72
2026-03-21,2,SUBSCRIPTION,USD,5,140913.32
2026-03-21,3,REDEMPTION,USD,3,-56006.37
2026-03-21,3,SUBSCRIPTION,USD,3,55880.73
2026-03-22,1,REDEMPTION,USD,1,-39259.3
2026-03-22,1,SUBSCRIPTION,USD,1,37563.7
2026-03-22,2,SUBSCRIPTION,USD,2,33858.01
2026-03-22,3,REDEMPTION,USD,1,-26913.1
2026-03-22,3,SUBSCRIPTION,USD,4,121320.97
2026-03-23,1,REDEMPTION,USD,1,-36534.82
2026-03-23,1,SUBSCRIPTION,USD,1,25397.05
2026-03-23,2,REDEMPTION,USD,1,-17592.95
2026-03-23,2,SUBSCRIPTION,USD,7,209467.84
2026-03-23,3,REDEMPTION,USD,1,-18448.77
2026-03-23,3,SUBSCRIPTION,USD,4,131883.42
2026-03-24,1,SUBSCRIPTION,USD,4,77304.75
2026-03-24,2,SUBSCRIPTION,USD,3,66059.22
2026-03-24,3,REDEMPTION,USD,2,-44887.48
2026-03-24,3,SUBSCRIPTION,USD,1,38494.51
2026-03-25,1,REDEMPTION,USD,1,-38510.97
2026-03-25,1,SUBSCRIPTION,USD,4,116296.99
2026-03-25,2,REDEMPTION,USD,1,-32925.3
2026-03-25,2,SUBSCRIPTION,USD,4,142400.6
2026-03-25,3,REDEMPTION,USD,1,-5505.93
2026-03-25,3,SUBSCRIPTION,USD,6,136377.6
2026-03-26,1,SUBSCRIPTION,USD,3,43995.06
2026-03-26,2,REDEMPTION,USD,3,-63450.04
2026-03-26,3,REDEMPTION,USD,1,-20447.86
2026-03-26,3,SUBSCRIPTION,USD,3,99264.55
2026-03-27,1,REDEMPTION,USD,1,-20035.08
2026-03-27,1,SUBSCRIPTION,USD,2,46768.32
2026-03-27,2,REDEMPTION,USD,2,-58640.08
2026-03-27,2,SUBSCRIPTION,USD,2,85406.58
2026-03-27,3,REDEMPTION,USD,1,-3678.94
2026-03-27,3,SUBSCRIPTION,USD,5,103245.22
2026-03-28,1,REDEMPTION,USD,2,-43044.89
2026-03-28,1,SUBSCRIPTION,USD,1,42739.71
2026-03-28,2,REDEMPTION,USD,1,-12538.8
2026-03-28,2,SUBSCRIPTION,USD,2,91886.72
2026-03-28,3,REDEMPTION,USD,1,-23450.04
2026-03-28,3,SUBSCRIPTION,USD,5,96222.71
2026-03-29,1,REDEMPTION,USD,1,-41306.02
2026-03-29,1,SUBSCRIPTION,USD,5,140277.73
2026-03-29,2,REDEMPTION,USD,2,-61890.13
2026-03-29,2,SUBSCRIPTION,USD,6,173131.93
2026-03-29,3,REDEMPTION,USD,1,-7059.06
2026-03-29,3,SUBSCRIPTION,USD,2,16474.42
2026-03-30,1,REDEMPTION,USD,2,-23848.84
2026-03-30,2,REDEMPTION,USD,1,-33317.43
2026-03-30,3,REDEMPTION,USD,1,-45437.04
2026-03-30,3,SUBSCRIPTION,USD,4,118302.11
2026-03-31,1,REDEMPTION,USD,1,-3217.68
2026-03-31,1,SUBSCRIPTION,USD,4,29628.53
2026-03-31,2,SUBSCRIPTION,USD,4,77853.88
2026-03-31,3,REDEMPTION,USD,2,-69330.86
2026-03-31,3,SUBSCRIPTION,USD,4,106542.26
