commission_date,agent_id,fund_id,commission_type,currency_code,commission_amount
2026-01-17,2,2,TRAIL,USD,46.74
2026-01-17,2,3,TRAIL,USD,214.53
2026-01-17,3,1,TRAIL,USD,26.81
2026-01-17,3,2,TRAIL,USD,148.55
2026-01-17,3,3,TRAIL,USD,409.18
2026-01-18,1,2,TRAIL,USD,122.54
2026-01-18,1,3,TRAIL,USD,166.89
2026-01-18,2,2,TRAIL,USD,290.38
2026-01-18,2,3,TRAIL,USD,29.22
2026-01-18,3,1,TRAIL,USD,85.35
2026-01-18,3,2,TRAIL,USD,240.94
2026-01-18,3,3,TRAIL,USD,279.29
2026-01-19,1,1,TRAIL,USD,91.33
2026-01-19,1,3,TRAIL,USD,386.89
2026-01-19,2,1,TRAIL,USD,67.55
2026-01-19,2,2,TRAIL,USD,387.41
2026-01-19,2,3,TRAIL,USD,139.64
2026-01-19,3,1,TRAIL,USD,142.42
2026-01-19,3,2,TRAIL,USD,110.38
2026-01-19,3,3,TRAIL,USD,143.64
2026-01-20,1,1,TRAIL,USD,68.81
2026-01-20,1,2,TRAIL,USD,40.22
2026-01-20,1,3,TRAIL,USD,295.76
2026-01-20,2,1,TRAIL,USD,50.16
2026-01-20,2,3,TRAIL,USD,460.02
2026-01-20,3,1,TRAIL,USD,66.46
2026-01-21,1,1,TRAIL,USD,217.94
2026-01-21,1,3,TRAIL,USD,42.69
2026-01-21,2,1,TRAIL,USD,35.3
2026-01-21,3,1,TRAIL,USD,292.24
2026-01-21,3,3,TRAIL,USD,210.04
2026-01-22,1,2,TRAIL,USD,281.22
2026-01-22,1,3,TRAIL,USD,36.89
2026-01-22,2,1,TRAIL,USD,161.62
2026-01-22,3,1,TRAIL,USD,118.44
2026-01-23,1,1,TRAIL,USD,372.75
2026-01-23,1,3,TRAIL,USD,254.72
2026-01-23,2,1,TRAIL,USD,263.81
2026-01-23,2,3,TRAIL,USD,153.34
2026-01-23,3,2,TRAIL,USD,63.01
2026-01-23,3,3,TRAIL,USD,350.62
2026-01-24,1,1,TRAIL,USD,177.37
2026-01-24,1,2,TRAIL,USD,108.6
2026-01-24,1,3,TRAIL,USD,119.17
2026-01-24,2,1,TRAIL,USD,62.32
2026-01-24,2,3,TRAIL,USD,172.79
2026-01-24,3,1,TRAIL,USD,138.46
2026-01-24,3,2,TRAIL,USD,57.49
2026-01-24,3,3,TRAIL,USD,176.06
2026-01-25,1,1,TRAIL,USD,136.95
2026-01-25,1,3,TRAIL,USD,19.81
2026-01-25,2,2,TRAIL,USD,67.7
2026-01-25,2,3,TRAIL,USD,27.91
2026-01-25,3,2,TRAIL,USD,24.36
2026-01-25,3,3,TRAIL,USD,291.47
2026-01-26,1,1,TRAIL,USD,388.52
2026-01-26,1,2,TRAIL,USD,284.68
2026-01-26,1,3,TRAIL,USD,225.98
2026-01-26,2,2,TRAIL,USD,85.76
2026-01-26,2,3,TRAIL,USD,198.55
2026-01-26,3,1,TRAIL,USD,260.07
2026-01-26,3,3,TRAIL,USD,322.03
2026-01-27,1,2,TRAIL,USD,205.29
2026-01-27,1,3,TRAIL,USD,102.91
2026-01-27,2,1,TRAIL,USD,53.2
2026-01-27,2,2,TRAIL,USD,336.47
2026-01-27,2,3,TRAIL,USD,193.07
2026-01-27,3,1,TRAIL,USD,158.0
2026-01-27,3,2,TRAIL,USD,251.15
2026-01-28,1,1,TRAIL,USD,295.48
2026-01-28,1,2,TRAIL,USD,153.55
2026-01-28,2,1,TRAIL,USD,289.22
2026-01-28,2,2,TRAIL,USD,148.82
2026-01-28,2,3,TRAIL,USD,53.34
2026-01-28,3,1,TRAIL,USD,124.78
2026-01-28,3,2,TRAIL,USD,28.92
2026-01-28,3,3,TRAIL,USD,85.45
2026-01-29,1,1,TRAIL,USD,136.71
2026-01-29,1,3,TRAIL,USD,236.89
2026-01-29,2,1,TRAIL,USD,182.29
2026-01-29,2,3,TRAIL,USD,138.12
2026-01-29,3,2,TRAIL,USD,38.42
2026-01-29,3,3,TRAIL,USD,35.13
2026-01-30,1,1,TRAIL,USD,185.72
2026-01-30,1,2,TRAIL,USD,221.94
2026-01-30,1,3,TRAIL,USD,262.31
2026-01-30,2,1,TRAIL,USD,70.84
2026-01-30,2,2,TRAIL,USD,148.9
2026-01-30,2,3,TRAIL,USD,27.81
2026-01-30,3,1,TRAIL,USD,179.29
2026-01-30,3,2,TRAIL,USD,346.25
2026-01-31,1,2,TRAIL,USD,302.71
2026-01-31,1,3,TRAIL,USD,11.18
2026-01-31,2,2,TRAIL,USD,186.81
2026-01-31,2,3,TRAIL,USD,222.83
2026-01-31,3,1,TRAIL,USD,425.52
2026-01-31,3,2,TRAIL,USD,142.01
2026-01-31,3,3,TRAIL,USD,3.49
2026-02-01,1,3,TRAIL,USD,223.45
2026-02-01,2,2,TRAIL,USD,84.67
2026-02-01,2,3,TRAIL,USD,179.22
2026-02-01,3,1,TRAIL,USD,233.81
2026-02-01,3,3,TRAIL,USD,273.7
2026-02-02,1,1,TRAIL,USD,15.11
2026-02-02,1,2,TRAIL,USD,154.86
2026-02-02,1,3,TRAIL,USD,329.19
2026-02-02,2,2,TRAIL,USD,11.15
2026-02-02,2,3,TRAIL,USD,250.9
2026-02-02,3,1,TRAIL,USD,141.49
2026-02-02,3,2,TRAIL,USD,115.23
2026-02-02,3,3,TRAIL,USD,213.68
2026-02-03,1,1,TRAIL,USD,139.85
2026-02-03,1,3,TRAIL,USD,15.76
2026-02-03,2,1,TRAIL,USD,80.4
2026-02-03,2,2,TRAIL,USD,222.38
2026-02-03,3,1,TRAIL,USD,109.43
2026-02-03,3,2,TRAIL,USD,285.29
2026-02-03,3,3,TRAIL,USD,65.06
2026-02-04,1,1,TRAIL,USD,288.15
2026-02-04,1,2,TRAIL,USD,601.67
2026-02-04,1,3,TRAIL,USD,39.73
2026-02-04,2,3,TRAIL,USD,106.59
2026-02-04,3,1,TRAIL,USD,117.8
2026-02-04,3,2,TRAIL,USD,266.77
2026-02-05,1,1,TRAIL,USD,198.73
2026-02-05,1,2,TRAIL,USD,178.43
2026-02-05,1,3,TRAIL,USD,38.37
2026-02-05,2,1,TRAIL,USD,157.3
2026-02-05,2,2,TRAIL,USD,184.08
2026-02-05,2,3,TRAIL,USD,146.52
2026-02-05,3,1,TRAIL,USD,271.43
2026-02-05,3,2,TRAIL,USD,250.4
2026-02-05,3,3,TRAIL,USD,284.36
2026-02-06,1,1,TRAIL,USD,265.31
2026-02-06,1,3,TRAIL,USD,220.21
2026-02-06,2,1,TRAIL,USD,19.25
2026-02-06,2,3,TRAIL,USD,21.39
2026-02-06,3,2,TRAIL,USD,91.05
2026-02-06,3,3,TRAIL,USD,59.73
2026-02-07,1,1,TRAIL,USD,250.27
2026-02-07,1,2,TRAIL,USD,90.19
2026-02-07,1,3,TRAIL,USD,40.24
2026-02-07,2,1,TRAIL,USD,206.59
2026-02-07,2,2,TRAIL,USD,303.07
2026-02-07,2,3,TRAIL,USD,106.56
2026-02-07,3,2,TRAIL,USD,104.0
2026-02-07,3,3,TRAIL,USD,185.41
2026-02-08,1,1,TRAIL,USD,73.88
2026-02-08,1,2,TRAIL,USD,156.47
2026-02-08,1,3,TRAIL,USD,84.9
2026-02-08,2,1,TRAIL,USD,148.28
2026-02-08,2,2,TRAIL,USD,91.57
2026-02-08,3,2,TRAIL,USD,209.68
2026-02-08,3,3,TRAIL,USD,291.04
2026-02-09,1,1,TRAIL,USD,283.25
2026-02-09,1,2,TRAIL,USD,64.27
2026-02-09,2,3,TRAIL,USD,7.26
2026-02-09,3,1,TRAIL,USD,10.43
2026-02-09,3,2,TRAIL,USD,13.66
2026-02-09,3,3,TRAIL,USD,238.96
2026-02-10,1,1,TRAIL,USD,26.95
2026-02-10,1,2,TRAIL,USD,492.69
2026-02-10,1,3,TRAIL,USD,223.82
2026-02-10,2,2,TRAIL,USD,114.3
2026-02-10,2,3,TRAIL,USD,195.56
2026-02-11,1,1,TRAIL,USD,111.92
2026-02-11,1,2,TRAIL,USD,110.04
2026-02-11,2,1,TRAIL,USD,73.99
2026-02-11,2,2,TRAIL,USD,299.07
2026-02-11,3,2,TRAIL,USD,74.23
2026-02-11,3,3,TRAIL,USD,173.15
2026-02-12,1,1,TRAIL,USD,49.22
2026-02-12,1,2,TRAIL,USD,39.35
2026-02-12,1,3,TRAIL,USD,314.09
2026-02-12,2,1,TRAIL,USD,62.45
2026-02-12,2,3,TRAIL,USD,281.98
2026-02-12,3,1,TRAIL,USD,201.1
2026-02-12,3,2,TRAIL,USD,159.26
2026-02-13,1,3,TRAIL,USD,267.49
2026-02-13,2,1,TRAIL,USD,352.78
2026-02-13,2,2,TRAIL,USD,101.27
2026-02-13,2,3,TRAIL,USD,140.26
2026-02-13,3,1,TRAIL,USD,124.95
2026-02-13,3,2,TRAIL,USD,283.07
2026-02-13,3,3,TRAIL,USD,183.14
2026-02-14,1,1,TRAIL,USD,175.81
2026-02-14,1,2,TRAIL,USD,149.38
2026-02-14,1,3,TRAIL,USD,93.1
2026-02-14,2,1,TRAIL,USD,60.76
2026-02-14,2,2,TRAIL,USD,296.25
2026-02-14,2,3,TRAIL,USD,587.57
2026-02-14,3,1,TRAIL,USD,104.37
2026-02-14,3,2,TRAIL,USD,506.08
2026-02-15,1,2,TRAIL,USD,31.08
2026-02-15,1,3,TRAIL,USD,221.26
2026-02-15,2,1,TRAIL,USD,45.72
2026-02-15,3,1,TRAIL,USD,23.77
2026-02-15,3,3,TRAIL,USD,534.08
2026-02-16,1,1,TRAIL,USD,38.65
2026-02-16,1,3,TRAIL,USD,186.38
2026-02-16,2,1,TRAIL,USD,66.58
2026-02-16,2,2,TRAIL,USD,35.54
2026-02-16,3,2,TRAIL,USD,278.39
2026-02-16,3,3,TRAIL,USD,127.95
2026-02-17,1,1,TRAIL,USD,27.39
2026-02-17,1,3,TRAIL,USD,295.12
2026-02-17,2,2,TRAIL,USD,118.46
2026-02-17,2,3,TRAIL,USD,108.72
2026-02-17,3,1,TRAIL,USD,81.94
2026-02-17,3,3,TRAIL,USD,106.28
2026-02-18,1,1,TRAIL,USD,104.87
2026-02-18,1,2,TRAIL,USD,92.51
2026-02-18,1,3,TRAIL,USD,40.44
2026-02-18,2,1,TRAIL,USD,34.14
2026-02-18,2,3,TRAIL,USD,313.44
2026-02-18,3,1,TRAIL,USD,360.7
2026-02-18,3,3,TRAIL,USD,106.65
2026-02-19,1,2,TRAIL,USD,221.76
2026-02-19,1,3,TRAIL,USD,26.3
2026-02-19,2,3,TRAIL,USD,96.66
2026-02-19,3,1,TRAIL,USD,117.8
2026-02-19,3,3,TRAIL,USD,69.83
2026-02-20,1,1,TRAIL,USD,76.43
2026-02-20,1,2,TRAIL,USD,384.51
2026-02-20,1,3,TRAIL,USD,106.88
2026-02-20,2,1,TRAIL,USD,298.93
2026-02-20,2,2,TRAIL,USD,13.59
2026-02-20,2,3,TRAIL,USD,224.71
2026-02-20,3,1,TRAIL,USD,213.15
2026-02-20,3,2,TRAIL,USD,181.82
2026-02-20,3,3,TRAIL,USD,154.59
2026-02-21,2,1,TRAIL,USD,451.33
2026-02-21,2,2,TRAIL,USD,249.18
2026-02-21,2,3,TRAIL,USD,164.6
2026-02-21,3,1,TRAIL,USD,52.17
2026-02-21,3,3,TRAIL,USD,176.71
2026-02-22,1,1,TRAIL,USD,96.32
2026-02-22,1,3,TRAIL,USD,57.97
2026-02-22,2,2,TRAIL,USD,255.98
2026-02-22,2,3,TRAIL,USD,152.85
2026-02-22,3,1,TRAIL,USD,157.62
2026-02-22,3,2,TRAIL,USD,96.9
2026-02-23,1,1,TRAIL,USD,434.38
2026-02-23,1,2,TRAIL,USD,50.91
2026-02-23,1,3,TRAIL,USD,21.67
2026-02-23,2,1,TRAIL,USD,264.46
2026-02-23,2,2,TRAIL,USD,83.91
2026-02-23,2,3,TRAIL,USD,123.83
2026-02-23,3,1,TRAIL,USD,64.77
2026-02-23,3,2,TRAIL,USD,267.88
2026-02-23,3,3,TRAIL,USD,194.53
2026-02-24,1,3,TRAIL,USD,455.37
2026-02-24,2,1,TRAIL,USD,334.56
2026-02-24,2,2,TRAIL,USD,31.14
2026-02-24,2,3,TRAIL,USD,42.01
2026-02-24,3,2,TRAIL,USD,80.94
2026-02-25,1,2,TRAIL,USD,285.27
2026-02-25,1,3,TRAIL,USD,336.3
2026-02-25,2,1,TRAIL,USD,147.31
2026-02-25,2,2,TRAIL,USD,204.05
2026-02-25,3,1,TRAIL,USD,156.8
2026-02-25,3,2,TRAIL,USD,235.8
2026-02-25,3,3,TRAIL,USD,167.08
2026-02-26,1,1,TRAIL,USD,93.85
2026-02-26,1,2,TRAIL,USD,52.99
2026-02-26,1,3,TRAIL,USD,57.66
2026-02-26,2,1,TRAIL,USD,196.32
2026-02-26,2,2,TRAIL,USD,249.53
2026-02-26,2,3,TRAIL,USD,361.07
2026-02-26,3,1,TRAIL,USD,134.06
2026-02-26,3,2,TRAIL,USD,219.2
2026-02-26,3,3,TRAIL,USD,261.27
2026-02-27,1,1,TRAIL,USD,255.06
2026-02-27,1,2,TRAIL,USD,250.89
2026-02-27,1,3,TRAIL,USD,101.58
2026-02-27,2,2,TRAIL,USD,119.34
2026-02-27,3,1,TRAIL,USD,67.6
2026-02-27,3,2,TRAIL,USD,66.63
2026-02-27,3,3,TRAIL,USD,138.45
2026-02-28,1,3,TRAIL,USD,220.85
2026-02-28,2,1,TRAIL,USD,113.44
2026-02-28,2,2,TRAIL,USD,302.5
2026-02-28,2,3,TRAIL,USD,308.71
2026-02-28,3,1,TRAIL,USD,287.7
2026-02-28,3,2,TRAIL,USD,221.81
2026-02-28,3,3,TRAIL,USD,193.85
2026-03-01,1,1,TRAIL,USD,154.51
2026-03-01,1,2,TRAIL,USD,148.13
2026-03-01,1,3,TRAIL,USD,263.68
2026-03-01,2,1,TRAIL,USD,198.71
2026-03-01,2,2,TRAIL,USD,92.45
2026-03-01,2,3,TRAIL,USD,387.1
2026-03-01,3,1,TRAIL,USD,83.84
2026-03-02,1,1,TRAIL,USD,208.51
2026-03-02,1,3,TRAIL,USD,69.6
2026-03-02,2,1,TRAIL,USD,55.18
2026-03-02,2,3,TRAIL,USD,232.81
2026-03-02,3,1,TRAIL,USD,154.1
2026-03-02,3,2,TRAIL,USD,75.16
2026-03-02,3,3,TRAIL,USD,123.39
2026-03-03,1,1,TRAIL,USD,338.85
2026-03-03,1,2,TRAIL,USD,298.3
2026-03-03,1,3,TRAIL,USD,230.76
2026-03-03,2,2,TRAIL,USD,360.4
2026-03-03,3,1,TRAIL,USD,356.84
2026-03-03,3,3,TRAIL,USD,91.07
2026-03-04,1,1,TRAIL,USD,111.9
2026-03-04,1,2,TRAIL,USD,125.04
2026-03-04,2,1,TRAIL,USD,107.45
2026-03-04,2,2,TRAIL,USD,405.47
2026-03-04,2,3,TRAIL,USD,95.95
2026-03-04,3,1,TRAIL,USD,465.96
2026-03-04,3,2,TRAIL,USD,117.54
2026-03-04,3,3,TRAIL,USD,128.26
2026-03-05,1,3,TRAIL,USD,225.78
2026-03-05,2,1,TRAIL,USD,467.27
2026-03-05,2,2,TRAIL,USD,299.18
2026-03-05,2,3,TRAIL,USD,233.54
2026-03-05,3,2,TRAIL,USD,168.25
2026-03-05,3,3,TRAIL,USD,126.93
2026-03-06,1,2,TRAIL,USD,278.16
2026-03-06,2,2,TRAIL,USD,171.35
2026-03-06,2,3,TRAIL,USD,464.07
2026-03-06,3,1,TRAIL,USD,163.2
2026-03-07,1,1,TRAIL,USD,7.58
2026-03-07,1,3,TRAIL,USD,120.66
2026-03-07,2,1,TRAIL,USD,249.39
2026-03-07,2,2,TRAIL,USD,102.53
2026-03-07,2,3,TRAIL,USD,413.04
2026-03-07,3,1,TRAIL,USD,125.02
2026-03-07,3,2,TRAIL,USD,61.19
2026-03-07,3,3,TRAIL,USD,149.34
2026-03-08,1,1,TRAIL,USD,211.53
2026-03-08,1,2,TRAIL,USD,170.68
2026-03-08,1,3,TRAIL,USD,116.4
2026-03-08,2,2,TRAIL,USD,41.6
2026-03-08,2,3,TRAIL,USD,96.91
2026-03-08,3,1,TRAIL,USD,206.04
2026-03-08,3,2,TRAIL,USD,110.87
2026-03-09,1,1,TRAIL,USD,179.56
2026-03-09,1,2,TRAIL,USD,177.65
2026-03-09,2,1,TRAIL,USD,85.25
2026-03-09,2,2,TRAIL,USD,224.1
2026-03-09,3,1,TRAIL,USD,134.38
2026-03-09,3,2,TRAIL,USD,190.64
2026-03-10,1,1,TRAIL,USD,204.41
2026-03-10,1,2,TRAIL,USD,61.58
2026-03-10,1,3,TRAIL,USD,641.9
2026-03-10,2,2,TRAIL,USD,64.7
2026-03-10,2,3,TRAIL,USD,190.48
2026-03-11,1,2,TRAIL,USD,91.64
2026-03-11,1,3,TRAIL,USD,201.49
2026-03-11,2,1,TRAIL,USD,108.91
2026-03-11,2,2,TRAIL,USD,438.41
2026-03-11,2,3,TRAIL,USD,310.39
2026-03-11,3,1,TRAIL,USD,91.87
2026-03-11,3,2,TRAIL,USD,328.14
2026-03-11,3,3,TRAIL,USD,210.16
2026-03-12,1,1,TRAIL,USD,316.32
2026-03-12,1,2,TRAIL,USD,36.92
2026-03-12,1,3,TRAIL,USD,345.53
2026-03-12,2,1,TRAIL,USD,104.48
2026-03-12,3,1,TRAIL,USD,301.15
2026-03-12,3,2,TRAIL,USD,254.54
2026-03-12,3,3,TRAIL,USD,91.55
2026-03-13,1,1,TRAIL,USD,3.97
2026-03-13,1,2,TRAIL,USD,132.51
2026-03-13,2,3,TRAIL,USD,251.9
2026-03-13,3,2,TRAIL,USD,153.25
2026-03-13,3,3,TRAIL,USD,191.41
2026-03-14,1,1,TRAIL,USD,226.63
2026-03-14,1,2,TRAIL,USD,38.02
2026-03-14,1,3,TRAIL,USD,238.63
2026-03-14,2,1,TRAIL,USD,268.0
2026-03-14,2,2,TRAIL,USD,383.62
2026-03-14,3,1,TRAIL,USD,532.56
2026-03-14,3,2,TRAIL,USD,58.17
2026-03-14,3,3,TRAIL,USD,236.93
2026-03-15,1,2,TRAIL,USD,196.51
2026-03-15,1,3,TRAIL,USD,118.74
2026-03-15,2,1,TRAIL,USD,336.76
2026-03-15,2,3,TRAIL,USD,176.84
2026-03-15,3,1,TRAIL,USD,165.64
2026-03-15,3,2,TRAIL,USD,249.88
2026-03-15,3,3,TRAIL,USD,103.39
2026-03-16,1,2,TRAIL,USD,22.07
2026-03-16,1,3,TRAIL,USD,69.21
2026-03-16,2,2,TRAIL,USD,116.91
2026-03-16,2,3,TRAIL,USD,68.18
2026-03-16,3,1,TRAIL,USD,245.62
2026-03-16,3,2,TRAIL,USD,3.06
2026-03-16,3,3,TRAIL,USD,116.57
2026-03-17,1,1,TRAIL,USD,461.74
2026-03-17,1,2,TRAIL,USD,260.89
2026-03-17,1,3,TRAIL,USD,306.2
2026-03-17,3,1,TRAIL,USD,162.67
2026-03-17,3,2,TRAIL,USD,27.27
2026-03-18,1,1,TRAIL,USD,114.59
2026-03-18,1,3,TRAIL,USD,12.85
2026-03-18,2,2,TRAIL,USD,422.46
2026-03-18,2,3,TRAIL,USD,207.22
2026-03-18,3,1,TRAIL,USD,200.68
2026-03-18,3,2,TRAIL,USD,51.93
2026-03-18,3,3,TRAIL,USD,147.74
2026-03-19,1,1,TRAIL,USD,253.6
2026-03-19,1,2,TRAIL,USD,45.36
2026-03-19,1,3,TRAIL,USD,113.32
2026-03-19,2,1,TRAIL,USD,354.32
2026-03-19,2,2,TRAIL,USD,180.06
2026-03-19,2,3,TRAIL,USD,258.82
2026-03-19,3,1,TRAIL,USD,257.35
2026-03-19,3,2,TRAIL,USD,232.33
2026-03-20,1,1,TRAIL,USD,288.28
2026-03-20,1,2,TRAIL,USD,93.71
2026-03-20,1,3,TRAIL,USD,208.01
2026-03-20,2,1,TRAIL,USD,161.37
2026-03-20,2,2,TRAIL,USD,273.54
2026-03-20,2,3,TRAIL,USD,96.47
2026-03-20,3,1,TRAIL,USD,199.81
2026-03-20,3,2,TRAIL,USD,41.43
2026-03-21,1,1,TRAIL,USD,73.95
2026-03-21,1,2,TRAIL,USD,411.0
2026-03-21,1,3,TRAIL,USD,163.75
2026-03-21,2,1,TRAIL,USD,7.8
2026-03-21,2,2,TRAIL,USD,75.06
2026-03-21,2,3,TRAIL,USD,153.27
2026-03-21,3,1,TRAIL,USD,102.64
2026-03-21,3,2,TRAIL,USD,32.49
2026-03-22,1,3,TRAIL,USD,67.63
2026-03-22,2,1,TRAIL,USD,150.25
2026-03-22,2,3,TRAIL,USD,251.02
2026-03-22,3,1,TRAIL,USD,98.15
2026-03-22,3,2,TRAIL,USD,135.43
2026-03-22,3,3,TRAIL,USD,288.28
2026-03-23,1,2,TRAIL,USD,506.58
2026-03-23,2,1,TRAIL,USD,101.59
2026-03-23,2,2,TRAIL,USD,117.94
2026-03-23,2,3,TRAIL,USD,494.78
2026-03-23,3,1,TRAIL,USD,146.14
2026-03-23,3,2,TRAIL,USD,170.75
2026-03-23,3,3,TRAIL,USD,110.19
2026-03-24,1,1,TRAIL,USD,100.32
2026-03-24,1,2,TRAIL,USD,9.52
2026-03-24,2,1,TRAIL,USD,84.92
2026-03-24,2,2,TRAIL,USD,225.85
2026-03-24,2,3,TRAIL,USD,166.36
2026-03-24,3,1,TRAIL,USD,100.96
2026-03-24,3,2,TRAIL,USD,55.53
2026-03-24,3,3,TRAIL,USD,192.47
2026-03-25,1,1,TRAIL,USD,370.09
2026-03-25,1,2,TRAIL,USD,372.42
2026-03-25,1,3,TRAIL,USD,303.08
2026-03-25,2,1,TRAIL,USD,285.35
2026-03-25,2,2,TRAIL,USD,425.9
2026-03-25,2,3,TRAIL,USD,126.98
2026-03-25,3,3,TRAIL,USD,69.85
2026-03-26,1,1,TRAIL,USD,57.46
2026-03-26,1,3,TRAIL,USD,103.36
2026-03-26,2,1,TRAIL,USD,130.02
