price_id,fund_id,valuation_date,nav_price,currency_code,price_source,created_at
32,2,2026-01-11,64.946,USD,DEMO_NAV,2026-01-11T18:00:00
33,3,2026-01-11,227.3008,USD,DEMO_NAV,2026-01-11T18:00:00
34,1,2026-01-12,216.3125,USD,DEMO_NAV,2026-01-12T18:00:00
35,2,2026-01-12,27.0058,USD,DEMO_NAV,2026-01-12T18:00:00
36,3,2026-01-12,67.1211,USD,DEMO_NAV,2026-01-12T18:00:00
37,1,2026-01-13,170.5547,USD,DEMO_NAV,2026-01-13T18:00:00
38,2,2026-01-13,61.4168,USD,DEMO_NAV,2026-01-13T18:00:00
39,3,2026-01-13,41.7548,USD,DEMO_NAV,2026-01-13T18:00:00
40,1,2026-01-14,234.5234,USD,DEMO_NAV,2026-01-14T18:00:00
41,2,2026-01-14,147.0503,USD,DEMO_NAV,2026-01-14T18:00:00
42,3,2026-01-14,123.441,USD,DEMO_NAV,2026-01-14T18:00:00
43,1,2026-01-15,198.3087,USD,DEMO_NAV,2026-01-15T18:00:00
44,2,2026-01-15,203.7993,USD,DEMO_NAV,2026-01-15T18:00:00
45,3,2026-01-15,55.6984,USD,DEMO_NAV,2026-01-15T18:00:00
46,1,2026-01-16,33.2634,USD,DEMO_NAV,2026-01-16T18:00:00
47,2,2026-01-16,113.4523,USD,DEMO_NAV,2026-01-16T18:00:00
48,3,2026-01-16,111.6589,USD,DEMO_NAV,2026-01-16T18:00:00
49,1,2026-01-17,122.0859,USD,DEMO_NAV,2026-01-17T18:00:00
50,2,2026-01-17,184.9782,USD,DEMO_NAV,2026-01-17T18:00:00
51,3,2026-01-17,171.6075,USD,DEMO_NAV,2026-01-17T18:00:00
52,1,2026-01-18,246.1997,USD,DEMO_NAV,2026-01-18T18:00:00
53,2,2026-01-18,33.6203,USD,DEMO_NAV,2026-01-18T18:00:00
54,3,2026-01-18,106.6291,USD,DEMO_NAV,2026-01-18T18:00:00
55,1,2026-01-19,91.4326,USD,DEMO_NAV,2026-01-19T18:00:00
56,2,2026-01-19,216.8014,USD,DEMO_NAV,2026-01-19T18:00:00
57,3,2026-01-19,69.6775,USD,DEMO_NAV,2026-01-19T18:00:00
58,1,2026-01-20,55.6501,USD,DEMO_NAV,2026-01-20T18:00:00
59,2,2026-01-20,117.6673,USD,DEMO_NAV,2026-01-20T18:00:00
60,3,2026-01-20,111.2516,USD,DEMO_NAV,2026-01-20T18:00:00
61,1,2026-01-21,76.8508,USD,DEMO_NAV,2026-01-21T18:00:00
62,2,2026-01-21,69.9535,USD,DEMO_NAV,2026-01-21T18:00:00
63,3,2026-01-21,231.5837,USD,DEMO_NAV,2026-01-21T18:00:00
64,1,2026-01-22,116.3514,USD,DEMO_NAV,2026-01-22T18:00:00
65,2,2026-01-22,216.7238,USD,DEMO_NAV,2026-01-22T18:00:00
66,3,2026-01-22,142.0781,USD,DEMO_NAV,2026-01-22T18:00:00
67,1,2026-01-23,22.1412,USD,DEMO_NAV,2026-01-23T18:00:00
68,2,2026-01-23,249.8278,USD,DEMO_NAV,2026-01-23T18:00:00
69,3,2026-01-23,210.6466,USD,DEMO_NAV,2026-01-23T18:00:00
70,1,2026-01-24,242.5591,USD,DEMO_NAV,2026-01-24T18:00:00
71,2,2026-01-24,232.3281,USD,DEMO_NAV,2026-01-24T18:00:00
72,3,2026-01-24,213.687,USD,DEMO_NAV,2026-01-24T18:00:00
73,1,2026-01-25,49.9147,USD,DEMO_NAV,2026-01-25T18:00:00
74,2,2026-01-25,126.5539,USD,DEMO_NAV,2026-01-25T18:00:00
75,3,2026-01-25,61.2994,USD,DEMO_NAV,2026-01-25T18:00:00
76,1,2026-01-26,106.2497,USD,DEMO_NAV,2026-01-26T18:00:00
77,2,2026-01-26,24.0725,USD,DEMO_NAV,2026-01-26T18:00:00
78,3,2026-01-26,100.9535,USD,DEMO_NAV,2026-01-26T18:00:00
79,1,2026-01-27,246.4741,USD,DEMO_NAV,2026-01-27T18:00:00
80,2,2026-01-27,73.6487,USD,DEMO_NAV,2026-01-27T18:00:00
81,3,2026-01-27,198.1769,USD,DEMO_NAV,2026-01-27T18:00:00
82,1,2026-01-28,119.202,USD,DEMO_NAV,2026-01-28T18:00:00
83,2,2026-01-28,111.5218,USD,DEMO_NAV,2026-01-28T18:00:00
84,3,2026-01-28,239.7562,USD,DEMO_NAV,2026-01-28T18:00:00
85,1,2026-01-29,248.9014,USD,DEMO_NAV,2026-01-29T18:00:00
86,2,2026-01-29,143.3844,USD,DEMO_NAV,2026-01-29T18:00:00
87,3,2026-01-29,182.418,USD,DEMO_NAV,2026-01-29T18:00:00
88,1,2026-01-30,47.1512,USD,DEMO_NAV,2026-01-30T18:00:00
89,2,2026-01-30,81.2099,USD,DEMO_NAV,2026-01-30T18:00:00
90,3,2026-01-30,242.4902,USD,DEMO_NAV,2026-01-30T18:00:00
91,1,2026-01-31,149.0033,USD,DEMO_NAV,2026-01-31T18:00:00
92,2,2026-01-31,140.1268,USD,DEMO_NAV,2026-01-31T18:00:00
93,3,2026-01-31,189.5141,USD,DEMO_NAV,2026-01-31T18:00:00
94,1,2026-02-01,23.7197,USD,DEMO_NAV,2026-02-01T18:00:00
95,2,2026-02-01,150.2026,USD,DEMO_NAV,2026-02-01T18:00:00
96,3,2026-02-01,130.6841,USD,DEMO_NAV,2026-02-01T18:00:00
97,1,2026-02-02,214.6528,USD,DEMO_NAV,2026-02-02T18:00:00
98,2,2026-02-02,47.7839,USD,DEMO_NAV,2026-02-02T18:00:00
99,3,2026-02-02,240.5869,USD,DEMO_NAV,2026-02-02T18:00:00
100,1,2026-02-03,29.2268,USD,DEMO_NAV,2026-02-03T18:00:00
101,2,2026-02-03,54.598,USD,DEMO_NAV,2026-02-03T18:00:00
102,3,2026-02-03,152.8084,USD,DEMO_NAV,2026-02-03T18:00:00
103,1,2026-02-04,172.051,USD,DEMO_NAV,2026-02-04T18:00:00
104,2,2026-02-04,66.4489,USD,DEMO_NAV,2026-02-04T18:00:00
105,3,2026-02-04,38.7728,USD,DEMO_NAV,2026-02-04T18:00:00
106,1,2026-02-05,223.669,USD,DEMO_NAV,2026-02-05T18:00:00
107,2,2026-02-05,69.0917,USD,DEMO_NAV,2026-02-05T18:00:00
108,3,2026-02-05,152.6846,USD,DEMO_NAV,2026-02-05T18:00:00
109,1,2026-02-06,158.6516,USD,DEMO_NAV,2026-02-06T18:00:00
110,2,2026-02-06,110.614,USD,DEMO_NAV,2026-02-06T18:00:00
111,3,2026-02-06,150.0813,USD,DEMO_NAV,2026-02-06T18:00:00
112,1,2026-02-07,135.4679,USD,DEMO_NAV,2026-02-07T18:00:00
113,2,2026-02-07,234.3295,USD,DEMO_NAV,2026-02-07T18:00:00
114,3,2026-02-07,59.0222,USD,DEMO_NAV,2026-02-07T18:00:00
115,1,2026-02-08,181.886,USD,DEMO_NAV,2026-02-08T18:00:00
116,2,2026-02-08,67.2846,USD,DEMO_NAV,2026-02-08T18:00:00
117,3,2026-02-08,104.9886,USD,DEMO_NAV,2026-02-08T18:00:00
118,1,2026-02-09,171.2057,USD,DEMO_NAV,2026-02-09T18:00:00
119,2,2026-02-09,81.9993,USD,DEMO_NAV,2026-02-09T18:00:00
120,3,2026-02-09,85.8825,USD,DEMO_NAV,2026-02-09T18:00:00
121,1,2026-02-10,190.4475,USD,DEMO_NAV,2026-02-10T18:00:00
122,2,2026-02-10,27.4103,USD,DEMO_NAV,2026-02-10T18:00:00
123,3,2026-02-10,119.9885,USD,DEMO_NAV,2026-02-10T18:00:00
124,1,2026-02-11,249.6291,USD,DEMO_NAV,2026-02-11T18:00:00
125,2,2026-02-11,249.0631,USD,DEMO_NAV,2026-02-11T18:00:00
126,3,2026-02-11,27.5826,USD,DEMO_NAV,2026-02-11T18:00:00
127,1,2026-02-12,61.157,USD,DEMO_NAV,2026-02-12T18:00:00
128,2,2026-02-12,73.6481,USD,DEMO_NAV,2026-02-12T18:00:00
129,3,2026-02-12,233.9823,USD,DEMO_NAV,2026-02-12T18:00:00
130,1,2026-02-13,221.4074,USD,DEMO_NAV,2026-02-13T18:00:00
131,2,2026-02-13,221.0249,USD,DEMO_NAV,2026-02-13T18:00:00
132,3,2026-02-13,98.6865,USD,DEMO_NAV,2026-02-13T18:00:00
133,1,2026-02-14,47.8592,USD,DEMO_NAV,2026-02-14T18:00:00
134,2,2026-02-14,210.0988,USD,DEMO_NAV,2026-02-14T18:00:00
135,3,2026-02-14,178.8496,USD,DEMO_NAV,2026-02-14T18:00:00
136,1,2026-02-15,156.8027,USD,DEMO_NAV,2026-02-15T18:00:00
137,2,2026-02-15,246.9359,USD,DEMO_NAV,2026-02-15T18:00:00
138,3,2026-02-15,166.9543,USD,DEMO_NAV,2026-02-15T18:00:00
139,1,2026-02-16,11.8775,USD,DEMO_NAV,2026-02-16T18:00:00
140,2,2026-02-16,206.105,USD,DEMO_NAV,2026-02-16T18:00:00
141,3,2026-02-16,81.8509,USD,DEMO_NAV,2026-02-16T18:00:00
142,1,2026-02-17,169.2133,USD,DEMO_NAV,2026-02-17T18:00:00
143,2,2026-02-17,235.3432,USD,DEMO_NAV,2026-02-17T18:00:00
144,3,2026-02-17,42.2299,USD,DEMO_NAV,2026-02-17T18:00:00
145,1,2026-02-18,37.7029,USD,DEMO_NAV,2026-02-18T18:00:00
146,2,2026-02-18,35.6886,USD,DEMO_NAV,2026-02-18T18:00:00
147,3,2026-02-18,142.7737,USD,DEMO_NAV,2026-02-18T18:00:00
148,1,2026-02-19,75.3636,USD,DEMO_NAV,2026-02-19T18:00:00
149,2,2026-02-19,155.1592,USD,DEMO_NAV,2026-02-19T18:00:00
150,3,2026-02-19,182.2269,USD,DEMO_NAV,2026-02-19T18:00:00
151,1,2026-02-20,58.8634,USD,DEMO_NAV,2026-02-20T18:00:00
152,2,2026-02-20,162.2171,USD,DEMO_NAV,2026-02-20T18:00:00
153,3,2026-02-20,73.3561,USD,DEMO_NAV,2026-02-20T18:00:00
154,1,2026-02-21,127.2476,USD,DEMO_NAV,2026-02-21T18:00:00
155,2,2026-02-21,227.2808,USD,DEMO_NAV,2026-02-21T18:00:00
156,3,2026-02-21,213.0649,USD,DEMO_NAV,2026-02-21T18:00:00
157,1,2026-02-22,32.1516,USD,DEMO_NAV,2026-02-22T18:00:00
158,2,2026-02-22,111.6582,USD,DEMO_NAV,2026-02-22T18:00:00
159,3,2026-02-22,76.4033,USD,DEMO_NAV,2026-02-22T18:00:00
160,1,2026-02-23,10.851,USD,DEMO_NAV,2026-02-23T18:00:00
161,2,2026-02-23,195.0686,USD,DEMO_NAV,2026-02-23T18:00:00
162,3,2026-02-23,162.9072,USD,DEMO_NAV,2026-02-23T18:00:00
163,1,2026-02-24,72.8693,USD,DEMO_NAV,2026-02-24T18:00:00
164,2,2026-02-24,187.8954,USD,DEMO_NAV,2026-02-24T18:00:00
165,3,2026-02-24,142.4033,USD,DEMO_NAV,2026-02-24T18:00:00
166,1,2026-02-25,112.6449,USD,DEMO_NAV,2026-02-25T18:00:00
167,2,2026-02-25,12.3207,USD,DEMO_NAV,2026-02-25T18:00:00
168,3,2026-02-25,28.0585,USD,DEMO_NAV,2026-02-25T18:00:00
169,1,2026-02-26,221.9455,USD,DEMO_NAV,2026-02-26T18:00:00
170,2,2026-02-26,226.9429,USD,DEMO_NAV,2026-02-26T18:00:00
171,3,2026-02-26,140.9417,USD,DEMO_NAV,2026-02-26T18:00:00
172,1,2026-02-27,210.3028,USD,DEMO_NAV,2026-02-27T18:00:00
173,2,2026-02-27,149.8023,USD,DEMO_NAV,2026-02-27T18:00:00
174,3,2026-02-27,45.5425,USD,DEMO_NAV,2026-02-27T18:00:00
175,1,2026-02-28,40.5869,USD,DEMO_NAV,2026-02-28T18:00:00
176,2,2026-02-28,83.982,USD,DEMO_NAV,2026-02-28T18:00:00
177,3,2026-02-28,225.7556,USD,DEMO_NAV,2026-02-28T18:00:00
178,1,2026-03-01,201.0694,USD,DEMO_NAV,2026-03-01T18:00:00
179,2,2026-03-01,216.5686,USD,DEMO_NAV,2026-03-01T18:00:00
180,3,2026-03-01,225.7419,USD,DEMO_NAV,2026-03-01T18:00:00
181,1,2026-03-02,60.4184,USD,DEMO_NAV,2026-03-02T18:00:00
182,2,2026-03-02,69.8871,USD,DEMO_NAV,2026-03-02T18:00:00
183,3,2026-03-02,34.6705,USD,DEMO_NAV,2026-03-02T18:00:00
184,1,2026-03-03,197.2279,USD,DEMO_NAV,2026-03-03T18:00:00
185,2,2026-03-03,222.1923,USD,DEMO_NAV,2026-03-03T18:00:00
186,3,2026-03-03,107.5306,USD,DEMO_NAV,2026-03-03T18:00:00
187,1,2026-03-04,158.9588,USD,DEMO_NAV,2026-03-04T18:00:00
188,2,2026-03-04,47.0928,USD,DEMO_NAV,2026-03-04T18:00:00
189,3,2026-03-04,233.1714,USD,DEMO_NAV,2026-03-04T18:00:00
190,1,2026-03-05,217.5054,USD,DEMO_NAV,2026-03-05T18:00:00
191,2,2026-03-05,244.2894,USD,DEMO_NAV,2026-03-05T18:00:00
192,3,2026-03-05,204.5852,USD,DEMO_NAV,2026-03-05T18:00:00
193,1,2026-03-06,221.5399,USD,DEMO_NAV,2026-03-06T18:00:00
194,2,2026-03-06,15.9487,USD,DEMO_NAV,2026-03-06T18:00:00
195,3,2026-03-06,186.7755,USD,DEMO_NAV,2026-03-06T18:00:00
196,1,2026-03-07,89.7245,USD,DEMO_NAV,2026-03-07T18:00:00
197,2,2026-03-07,233.3958,USD,DEMO_NAV,2026-03-07T18:00:00
198,3,2026-03-07,202.5364,USD,DEMO_NAV,2026-03-07T18:00:00
199,1,2026-03-08,217.3754,USD,DEMO_NAV,2026-03-08T18:00:00
200,2,2026-03-08,204.5798,USD,DEMO_NAV,2026-03-08T18:00:00
201,3,2026-03-08,74.0334,USD,DEMO_NAV,2026-03-08T18:00:00
202,1,2026-03-09,198.9699,USD,DEMO_NAV,2026-03-09T18:00:00
203,2,2026-03-09,35.943,USD,DEMO_NAV,2026-03-09T18:00:00
204,3,2026-03-09,219.32,USD,DEMO_NAV,2026-03-09T18:00:00
205,1,2026-03-10,216.0624,USD,DEMO_NAV,2026-03-10T18:00:00
206,2,2026-03-10,63.3841,USD,DEMO_NAV,2026-03-10T18:00:00
207,3,2026-03-10,205.9808,USD,DEMO_NAV,2026-03-10T18:00:00
208,1,2026-03-11,120.4728,USD,DEMO_NAV,2026-03-11T18:00:00
209,2,2026-03-11,83.2458,USD,DEMO_NAV,2026-03-11T18:00:00
210,3,2026-03-11,200.8829,USD,DEMO_NAV,2026-03-11T18:00:00
211,1,2026-03-12,64.6229,USD,DEMO_NAV,2026-03-12T18:00:00
212,2,2026-03-12,15.6795,USD,DEMO_NAV,2026-03-12T18:00:00
213,3,2026-03-12,56.3511,USD,DEMO_NAV,2026-03-12T18:00:00
214,1,2026-03-13,88.7829,USD,DEMO_NAV,2026-03-13T18:00:00
215,2,2026-03-13,217.4447,USD,DEMO_NAV,2026-03-13T18:00:00
216,3,2026-03-13,242.0534,USD,DEMO_NAV,2026-03-13T18:00:00
217,1,2026-03-14,76.99,USD,DEMO_NAV,2026-03-14T18:00:00
218,2,2026-03-14,163.9556,USD,DEMO_NAV,2026-03-14T18:00:00
219,3,2026-03-14,105.9228,USD,DEMO_NAV,2026-03-14T18:00:00
220,1,2026-03-15,245.4759,USD,DEMO_NAV,2026-03-15T18:00:00
221,2,2026-03-15,138.6918,USD,DEMO_NAV,2026-03-15T18:00:00
222,3,2026-03-15,235.4169,USD,DEMO_NAV,2026-03-15T18:00:00
223,1,2026-03-16,37.682,USD,DEMO_NAV,2026-03-16T18:00:00
224,2,2026-03-16,242.8961,USD,DEMO_NAV,2026-03-16T18:00:00
225,3,2026-03-16,52.8563,USD,DEMO_NAV,2026-03-16T18:00:00
226,1,2026-03-17,241.0082,USD,DEMO_NAV,2026-03-17T18:00:00
227,2,2026-03-17,73.7119,USD,DEMO_NAV,2026-03-17T18:00:00
228,3,2026-03-17,36.0166,USD,DEMO_NAV,2026-03-17T18:00:00
229,1,2026-03-18,114.2953,USD,DEMO_NAV,2026-03-18T18:00:00
230,2,2026-03-18,184.8508,USD,DEMO_NAV,2026-03-18T18:00:00
231,3,2026-03-18,85.2826,USD,DEMO_NAV,2026-03-18T18:00:00
232,1,2026-03-19,155.4901,USD,DEMO_NAV,2026-03-19T18:00:00
233,2,2026-03-19,132.7415,USD,DEMO_NAV,2026-03-19T18:00:00
234,3,2026-03-19,102.4469,USD,DEMO_NAV,2026-03-19T18:00:00
235,1,2026-03-20,148.3811,USD,DEMO_NAV,2026-03-20T18:00:00
236,2,2026-03-20,71.1334,USD,DEMO_NAV,2026-03-20T18:00:00
237,3,2026-03-20,180.1085,USD,DEMO_NAV,2026-03-20T18:00:00
238,1,2026-03-21,10.4059,USD,DEMO_NAV,2026-03-21T18:00:00
239,2,2026-03-21,232.138,USD,DEMO_NAV,2026-03-21T18:00:00
240,3,2026-03-21,139.2285,USD,DEMO_NAV,2026-03-21T18:00:00
241,1,2026-03-22,182.6632,USD,DEMO_NAV,2026-03-22T18:00:00
242,2,2026-03-22,188.068,USD,DEMO_NAV,2026-03-22T18:00:00
243,3,2026-03-22,170.9508,USD,DEMO_NAV,2026-03-22T18:00:00
244,1,2026-03-23,97.4132,USD,DEMO_NAV,2026-03-23T18:00:00
245,2,2026-03-23,26.7937,USD,DEMO_NAV,2026-03-23T18:00:00
246,3,2026-03-23,169.417,USD,DEMO_NAV,2026-03-23T18:00:00
247,1,2026-03-24,89.248,USD,DEMO_NAV,2026-03-24T18:00:00
248,2,2026-03-24,85.3398,USD,DEMO_NAV,2026-03-24T18:00:00
249,3,2026-03-24,213.5237,USD,DEMO_NAV,2026-03-24T18:00:00
250,1,2026-03-25,182.741,USD,DEMO_NAV,2026-03-25T18:00:00
251,2,2026-03-25,82.0773,USD,DEMO_NAV,2026-03-25T18:00:00
252,3,2026-03-25,84.2283,USD,DEMO_NAV,2026-03-25T18:00:00
253,1,2026-03-26,108.0143,USD,DEMO_NAV,2026-03-26T18:00:00
254,2,2026-03-26,106.5761,USD,DEMO_NAV,2026-03-26T18:00:00
255,3,2026-03-26,80.9572,USD,DEMO_NAV,2026-03-26T18:00:00
256,1,2026-03-27,40.5491,USD,DEMO_NAV,2026-03-27T18:00:00
257,2,2026-03-27,110.9071,USD,DEMO_NAV,2026-03-27T18:00:00
258,3,2026-03-27,235.6873,USD,DEMO_NAV,2026-03-27T18:00:00
259,1,2026-03-28,172.5563,USD,DEMO_NAV,2026-03-28T18:00:00
260,2,2026-03-28,226.6733,USD,DEMO_NAV,2026-03-28T18:00:00
261,3,2026-03-28,157.7236,USD,DEMO_NAV,2026-03-28T18:00:00
262,1,2026-03-29,82.228,USD,DEMO_NAV,2026-03-29T18:00:00
263,2,2026-03-29,141.5049,USD,DEMO_NAV,2026-03-29T18:00:00
264,3,2026-03-29,10.0974,USD,DEMO_NAV,2026-03-29T18:00:00
265,1,2026-03-30,78.8593,USD,DEMO_NAV,2026-03-30T18:00:00
266,2,2026-03-30,113.1732,USD,DEMO_NAV,2026-03-30T18:00:00
267,3,2026-03-30,149.1963,USD,DEMO_NAV,2026-03-30T18:00:00
268,1,2026-03-31,167.1293,USD,DEMO_NAV,2026-03-31T18:00:00
269,2,2026-03-31,121.5972,USD,DEMO_NAV,2026-03-31T18:00:00
270,3,2026-03-31,116.1184,USD,DEMO_NAV,2026-03-31T18:00:00
