holding_id,investor_id,fund_id,valuation_date,units,nav_price,market_value,currency_code,created_at
98,33,2,2026-01-01,414.300736,204.8395,84865.16,USD,2026-01-01T18:30:00
99,33,3,2026-01-01,778.508408,196.0961,152662.46,USD,2026-01-01T18:30:00
100,34,1,2026-01-01,1057.169619,30.2274,31955.49,USD,2026-01-01T18:30:00
101,34,2,2026-01-01,644.920191,103.5984,66812.7,USD,2026-01-01T18:30:00
102,34,3,2026-01-01,862.656648,221.1701,190793.86,USD,2026-01-01T18:30:00
103,35,1,2026-01-01,624.563643,139.7897,87307.56,USD,2026-01-01T18:30:00
104,35,2,2026-01-01,256.481419,132.8012,34061.04,USD,2026-01-01T18:30:00
105,35,3,2026-01-01,374.702896,91.7701,34386.52,USD,2026-01-01T18:30:00
106,36,1,2026-01-01,762.822606,15.6212,11916.2,USD,2026-01-01T18:30:00
107,36,2,2026-01-01,1068.383206,139.5838,149128.99,USD,2026-01-01T18:30:00
108,36,3,2026-01-01,310.428216,209.735,65107.66,USD,2026-01-01T18:30:00
109,37,1,2026-01-01,364.730508,111.459,40652.5,USD,2026-01-01T18:30:00
110,37,2,2026-01-01,606.329505,185.6767,112581.26,USD,2026-01-01T18:30:00
111,37,3,2026-01-01,1009.900129,72.3415,73057.69,USD,2026-01-01T18:30:00
112,38,1,2026-01-01,608.999253,39.7151,24186.47,USD,2026-01-01T18:30:00
113,38,2,2026-01-01,907.871932,235.9223,214187.23,USD,2026-01-01T18:30:00
114,38,3,2026-01-01,538.484263,147.3845,79364.23,USD,2026-01-01T18:30:00
115,39,1,2026-01-01,6.256078,91.3553,571.53,USD,2026-01-01T18:30:00
116,39,2,2026-01-01,283.316792,188.9819,53541.75,USD,2026-01-01T18:30:00
117,39,3,2026-01-01,697.912588,181.5153,126681.81,USD,2026-01-01T18:30:00
118,40,1,2026-01-01,1125.047311,169.7249,190948.54,USD,2026-01-01T18:30:00
119,40,2,2026-01-01,1013.394924,66.1211,67006.79,USD,2026-01-01T18:30:00
120,40,3,2026-01-01,359.041932,170.0614,61059.17,USD,2026-01-01T18:30:00
121,41,1,2026-01-01,978.095079,147.4638,144233.62,USD,2026-01-01T18:30:00
122,41,2,2026-01-01,167.965791,100.6398,16904.04,USD,2026-01-01T18:30:00
123,41,3,2026-01-01,885.014787,35.2545,31200.75,USD,2026-01-01T18:30:00
124,42,1,2026-01-01,619.74219,56.2133,34837.75,USD,2026-01-01T18:30:00
125,42,2,2026-01-01,934.259412,119.0343,111208.92,USD,2026-01-01T18:30:00
126,42,3,2026-01-01,175.863904,112.1661,19725.97,USD,2026-01-01T18:30:00
127,43,1,2026-01-01,494.463543,32.1397,15891.91,USD,2026-01-01T18:30:00
128,43,2,2026-01-01,509.864079,41.2152,21014.15,USD,2026-01-01T18:30:00
129,43,3,2026-01-01,257.741282,28.7374,7406.81,USD,2026-01-01T18:30:00
130,44,1,2026-01-01,812.186931,106.6609,86628.59,USD,2026-01-01T18:30:00
131,44,2,2026-01-01,670.762141,196.9179,132085.07,USD,2026-01-01T18:30:00
132,44,3,2026-01-01,1046.417751,150.2329,157206.37,USD,2026-01-01T18:30:00
133,45,1,2026-01-01,763.753379,249.1628,190298.93,USD,2026-01-01T18:30:00
134,45,2,2026-01-01,826.821434,237.4768,196350.91,USD,2026-01-01T18:30:00
135,45,3,2026-01-01,878.060353,110.0614,96640.55,USD,2026-01-01T18:30:00
136,46,1,2026-01-01,195.411329,131.3886,25674.82,USD,2026-01-01T18:30:00
137,46,2,2026-01-01,581.717283,119.8511,69719.46,USD,2026-01-01T18:30:00
138,46,3,2026-01-01,1161.638168,133.1645,154688.97,USD,2026-01-01T18:30:00
139,47,1,2026-01-01,634.969328,176.673,112181.94,USD,2026-01-01T18:30:00
140,47,2,2026-01-01,546.518849,17.8258,9742.14,USD,2026-01-01T18:30:00
141,47,3,2026-01-01,188.207638,144.1664,27133.22,USD,2026-01-01T18:30:00
142,48,1,2026-01-01,1106.036827,38.5039,42586.73,USD,2026-01-01T18:30:00
143,48,2,2026-01-01,1022.781358,36.4807,37311.78,USD,2026-01-01T18:30:00
144,48,3,2026-01-01,443.503158,79.5017,35259.26,USD,2026-01-01T18:30:00
145,49,1,2026-01-01,627.332999,38.2581,24000.57,USD,2026-01-01T18:30:00
146,49,2,2026-01-01,365.909511,99.8703,36543.49,USD,2026-01-01T18:30:00
147,49,3,2026-01-01,352.777554,16.7147,5896.57,USD,2026-01-01T18:30:00
148,50,1,2026-01-01,171.44327,198.1102,33964.66,USD,2026-01-01T18:30:00
149,50,2,2026-01-01,506.108362,234.837,118852.97,USD,2026-01-01T18:30:00
150,50,3,2026-01-01,366.196757,78.0358,28576.46,USD,2026-01-01T18:30:00
151,1,1,2026-01-08,219.692559,187.5185,41196.42,USD,2026-01-08T18:30:00
152,1,2,2026-01-08,2.502904,141.409,353.93,USD,2026-01-08T18:30:00
153,1,3,2026-01-08,81.077446,20.7238,1680.23,USD,2026-01-08T18:30:00
154,2,1,2026-01-08,577.411719,84.3285,48692.26,USD,2026-01-08T18:30:00
155,2,2,2026-01-08,542.849313,91.0776,49441.41,USD,2026-01-08T18:30:00
156,2,3,2026-01-08,452.766756,210.2704,95203.45,USD,2026-01-08T18:30:00
157,3,1,2026-01-08,1000.420159,41.8743,41891.89,USD,2026-01-08T18:30:00
158,3,2,2026-01-08,166.226743,162.7505,27053.49,USD,2026-01-08T18:30:00
159,3,3,2026-01-08,914.014537,170.133,155504.04,USD,2026-01-08T18:30:00
160,4,1,2026-01-08,178.779109,184.6874,33018.25,USD,2026-01-08T18:30:00
161,4,2,2026-01-08,107.177977,159.9449,17142.57,USD,2026-01-08T18:30:00
162,4,3,2026-01-08,748.307369,102.9364,77028.07,USD,2026-01-08T18:30:00
163,5,1,2026-01-08,1080.293301,91.3595,98695.06,USD,2026-01-08T18:30:00
164,5,2,2026-01-08,54.983657,170.9065,9397.06,USD,2026-01-08T18:30:00
165,5,3,2026-01-08,531.715444,76.57,40713.45,USD,2026-01-08T18:30:00
166,6,1,2026-01-08,106.23587,49.7475,5284.97,USD,2026-01-08T18:30:00
167,6,2,2026-01-08,29.764908,161.2262,4798.88,USD,2026-01-08T18:30:00
168,6,3,2026-01-08,925.914169,84.1235,77891.14,USD,2026-01-08T18:30:00
169,7,1,2026-01-08,774.191613,164.5394,127385.02,USD,2026-01-08T18:30:00
170,7,2,2026-01-08,102.182438,239.2404,24446.17,USD,2026-01-08T18:30:00
171,7,3,2026-01-08,650.201195,191.8276,124726.53,USD,2026-01-08T18:30:00
172,8,1,2026-01-08,1148.751368,135.2209,155335.19,USD,2026-01-08T18:30:00
173,8,2,2026-01-08,900.670288,130.6333,117657.53,USD,2026-01-08T18:30:00
174,8,3,2026-01-08,22.396884,167.9811,3762.25,USD,2026-01-08T18:30:00
175,9,1,2026-01-08,638.231324,240.9704,153794.86,USD,2026-01-08T18:30:00
176,9,2,2026-01-08,329.955034,59.3932,19597.09,USD,2026-01-08T18:30:00
177,9,3,2026-01-08,995.628661,211.3402,210416.36,USD,2026-01-08T18:30:00
178,10,1,2026-01-08,695.463301,30.3155,21083.32,USD,2026-01-08T18:30:00
179,10,2,2026-01-08,640.25264,86.9035,55640.2,USD,2026-01-08T18:30:00
180,10,3,2026-01-08,706.671632,127.9535,90421.11,USD,2026-01-08T18:30:00
181,11,1,2026-01-08,1120.61854,91.5896,102637.0,USD,2026-01-08T18:30:00
182,11,2,2026-01-08,216.609607,15.7737,3416.73,USD,2026-01-08T18:30:00
183,11,3,2026-01-08,633.482107,101.6826,64414.11,USD,2026-01-08T18:30:00
184,12,1,2026-01-08,109.230102,245.1487,26777.62,USD,2026-01-08T18:30:00
185,12,2,2026-01-08,650.135128,78.4844,51025.47,USD,2026-01-08T18:30:00
186,12,3,2026-01-08,219.202711,194.3931,42611.49,USD,2026-01-08T18:30:00
187,13,1,2026-01-08,185.072845,238.5195,44143.48,USD,2026-01-08T18:30:00
188,13,2,2026-01-08,814.330281,24.1393,19657.36,USD,2026-01-08T18:30:00
189,13,3,2026-01-08,1153.348002,53.5499,61761.67,USD,2026-01-08T18:30:00
190,14,1,2026-01-08,855.960748,81.5258,69782.88,USD,2026-01-08T18:30:00
191,14,2,2026-01-08,118.493059,44.1905,5236.27,USD,2026-01-08T18:30:00
192,14,3,2026-01-08,1071.613225,71.9042,77053.49,USD,2026-01-08T18:30:00
193,15,1,2026-01-08,1129.893018,225.8804,255220.69,USD,2026-01-08T18:30:00
194,15,2,2026-01-08,62.253742,67.5095,4202.72,USD,2026-01-08T18:30:00
195,15,3,2026-01-08,716.405543,66.7579,47825.73,USD,2026-01-08T18:30:00
196,16,1,2026-01-08,610.345528,131.0611,79992.56,USD,2026-01-08T18:30:00
197,16,2,2026-01-08,1139.228467,74.629,85019.48,USD,2026-01-08T18:30:00
198,16,3,2026-01-08,382.003735,142.7491,54530.69,USD,2026-01-08T18:30:00
199,17,1,2026-01-08,78.549854,16.9375,1330.44,USD,2026-01-08T18:30:00
200,17,2,2026-01-08,760.249554,229.2964,174322.49,USD,2026-01-08T18:30:00
201,17,3,2026-01-08,22.347399,142.9781,3195.19,USD,2026-01-08T18:30:00
202,18,1,2026-01-08,703.407237,34.3623,24170.69,USD,2026-01-08T18:30:00
203,18,2,2026-01-08,915.573957,166.3722,152326.05,USD,2026-01-08T18:30:00
204,18,3,2026-01-08,150.685611,146.379,22057.21,USD,2026-01-08T18:30:00
205,19,1,2026-01-08,535.178707,213.1067,114050.17,USD,2026-01-08T18:30:00
206,19,2,2026-01-08,600.518848,197.8916,118837.64,USD,2026-01-08T18:30:00
207,19,3,2026-01-08,170.840437,139.7055,23867.35,USD,2026-01-08T18:30:00
208,20,1,2026-01-08,201.825998,68.8388,13893.46,USD,2026-01-08T18:30:00
209,20,2,2026-01-08,1143.135152,240.7245,275180.64,USD,2026-01-08T18:30:00
210,20,3,2026-01-08,666.182698,20.0301,13343.71,USD,2026-01-08T18:30:00
211,21,1,2026-01-08,975.172461,240.6675,234692.32,USD,2026-01-08T18:30:00
212,21,2,2026-01-08,744.875902,166.7341,124196.21,USD,2026-01-08T18:30:00
213,21,3,2026-01-08,200.858009,24.442,4909.37,USD,2026-01-08T18:30:00
214,22,1,2026-01-08,1106.172855,75.5927,83618.59,USD,2026-01-08T18:30:00
215,22,2,2026-01-08,301.066749,173.1995,52144.61,USD,2026-01-08T18:30:00
216,22,3,2026-01-08,1199.090243,212.1853,254429.32,USD,2026-01-08T18:30:00
217,23,1,2026-01-08,255.304962,211.7642,54064.45,USD,2026-01-08T18:30:00
218,23,2,2026-01-08,337.573547,48.7399,16453.3,USD,2026-01-08T18:30:00
219,23,3,2026-01-08,640.907144,26.7845,17166.38,USD,2026-01-08T18:30:00
220,24,1,2026-01-08,107.658125,177.623,19122.56,USD,2026-01-08T18:30:00
221,24,2,2026-01-08,996.597729,184.0177,183391.62,USD,2026-01-08T18:30:00
222,24,3,2026-01-08,1198.585504,220.787,264632.1,USD,2026-01-08T18:30:00
223,25,1,2026-01-08,253.020212,131.1569,33185.35,USD,2026-01-08T18:30:00
224,25,2,2026-01-08,962.467864,222.1436,213806.08,USD,2026-01-08T18:30:00
225,25,3,2026-01-08,1134.490159,162.4408,184287.49,USD,2026-01-08T18:30:00
226,26,1,2026-01-08,1175.568417,179.861,211438.91,USD,2026-01-08T18:30:00
227,26,2,2026-01-08,327.615767,168.9465,55349.54,USD,2026-01-08T18:30:00
228,26,3,2026-01-08,385.965902,60.5497,23370.12,USD,2026-01-08T18:30:00
229,27,1,2026-01-08,1150.791215,88.8297,102224.44,USD,2026-01-08T18:30:00
230,27,2,2026-01-08,1096.82189,42.0942,46169.84,USD,2026-01-08T18:30:00
231,27,3,2026-01-08,1106.709337,156.1088,172767.07,USD,2026-01-08T18:30:00
232,28,1,2026-01-08,5.135097,12.2989,63.16,USD,2026-01-08T18:30:00
233,28,2,2026-01-08,208.243225,143.3898,29859.95,USD,2026-01-08T18:30:00
234,28,3,2026-01-08,835.787931,127.3544,106441.27,USD,2026-01-08T18:30:00
235,29,1,2026-01-08,471.349298,29.4757,13893.35,USD,2026-01-08T18:30:00
236,29,2,2026-01-08,1052.06435,166.304,174962.51,USD,2026-01-08T18:30:00
237,29,3,2026-01-08,646.379194,224.2173,144929.4,USD,2026-01-08T18:30:00
238,30,1,2026-01-08,979.267919,116.8424,114420.01,USD,2026-01-08T18:30:00
239,30,2,2026-01-08,148.09871,243.2894,36030.85,USD,2026-01-08T18:30:00
240,30,3,2026-01-08,451.651739,154.3146,69696.46,USD,2026-01-08T18:30:00
241,31,1,2026-01-08,464.101242,211.395,98108.68,USD,2026-01-08T18:30:00
242,31,2,2026-01-08,974.24365,246.1109,239771.98,USD,2026-01-08T18:30:00
243,31,3,2026-01-08,149.716638,98.9154,14809.28,USD,2026-01-08T18:30:00
244,32,1,2026-01-08,231.589029,12.2472,2836.32,USD,2026-01-08T18:30:00
245,32,2,2026-01-08,891.773334,192.021,171239.21,USD,2026-01-08T18:30:00
246,32,3,2026-01-08,816.665223,180.2075,147169.2,USD,2026-01-08T18:30:00
247,33,1,2026-01-08,229.814012,205.9074,47320.41,USD,2026-01-08T18:30:00
248,33,2,2026-01-08,750.28387,204.0195,153072.54,USD,2026-01-08T18:30:00
249,33,3,2026-01-08,265.377217,245.2286,65078.08,USD,2026-01-08T18:30:00
250,34,1,2026-01-08,1160.755807,18.8311,21858.31,USD,2026-01-08T18:30:00
251,34,2,2026-01-08,591.40545,178.9714,105844.66,USD,2026-01-08T18:30:00
252,34,3,2026-01-08,727.232357,11.7125,8517.71,USD,2026-01-08T18:30:00
253,35,1,2026-01-08,1181.116246,163.2247,192787.34,USD,2026-01-08T18:30:00
254,35,2,2026-01-08,133.135833,76.5634,10193.33,USD,2026-01-08T18:30:00
255,35,3,2026-01-08,600.390767,50.9145,30568.6,USD,2026-01-08T18:30:00
256,36,1,2026-01-08,232.524309,187.3156,43555.43,USD,2026-01-08T18:30:00
257,36,2,2026-01-08,806.610656,154.7134,124793.48,USD,2026-01-08T18:30:00
258,36,3,2026-01-08,210.634608,151.1595,31839.42,USD,2026-01-08T18:30:00
259,37,1,2026-01-08,895.168126,40.5834,36328.97,USD,2026-01-08T18:30:00
260,37,2,2026-01-08,1120.276081,215.315,241212.24,USD,2026-01-08T18:30:00
261,37,3,2026-01-08,1057.203712,184.9357,195514.71,USD,2026-01-08T18:30:00
262,38,1,2026-01-08,329.193567,213.4401,70263.11,USD,2026-01-08T18:30:00
263,38,2,2026-01-08,27.741006,242.7546,6734.26,USD,2026-01-08T18:30:00
264,38,3,2026-01-08,813.281353,157.4696,128067.09,USD,2026-01-08T18:30:00
265,39,1,2026-01-08,816.816424,221.9445,181287.91,USD,2026-01-08T18:30:00
266,39,2,2026-01-08,2.345958,112.5075,263.94,USD,2026-01-08T18:30:00
267,39,3,2026-01-08,807.719743,166.0072,134087.29,USD,2026-01-08T18:30:00
268,40,1,2026-01-08,1024.631774,87.5198,89675.57,USD,2026-01-08T18:30:00
269,40,2,2026-01-08,1013.209864,107.6502,109072.24,USD,2026-01-08T18:30:00
270,40,3,2026-01-08,146.061236,134.3909,19629.3,USD,2026-01-08T18:30:00
271,41,1,2026-01-08,594.689659,134.1417,79772.68,USD,2026-01-08T18:30:00
272,41,2,2026-01-08,52.15761,183.0929,9549.69,USD,2026-01-08T18:30:00
273,41,3,2026-01-08,56.357577,230.414,12985.57,USD,2026-01-08T18:30:00
274,42,1,2026-01-08,638.892339,85.8981,54879.64,USD,2026-01-08T18:30:00
275,42,2,2026-01-08,470.230662,90.3294,42475.65,USD,2026-01-08T18:30:00
276,42,3,2026-01-08,1056.118151,203.8415,215280.71,USD,2026-01-08T18:30:00
277,43,1,2026-01-08,1188.317574,64.1507,76231.4,USD,2026-01-08T18:30:00
278,43,2,2026-01-08,827.458758,239.8662,198479.39,USD,2026-01-08T18:30:00
279,43,3,2026-01-08,1100.394266,57.2504,62998.01,USD,2026-01-08T18:30:00
280,44,1,2026-01-08,395.06956,25.0826,9909.37,USD,2026-01-08T18:30:00
281,44,2,2026-01-08,750.353641,16.6895,12523.03,USD,2026-01-08T18:30:00
282,44,3,2026-01-08,518.338732,15.7656,8171.92,USD,2026-01-08T18:30:00
283,45,1,2026-01-08,956.665086,234.4146,224256.26,USD,2026-01-08T18:30:00
284,45,2,2026-01-08,1008.6091,69.3169,69913.66,USD,2026-01-08T18:30:00
285,45,3,2026-01-08,568.29183,240.1126,136454.03,USD,2026-01-08T18:30:00
286,46,1,2026-01-08,999.021015,207.1921,206989.26,USD,2026-01-08T18:30:00
287,46,2,2026-01-08,623.610054,66.8185,41668.69,USD,2026-01-08T18:30:00
288,46,3,2026-01-08,87.493003,153.9915,13473.18,USD,2026-01-08T18:30:00
289,47,1,2026-01-08,526.235379,32.961,17345.24,USD,2026-01-08T18:30:00
290,47,2,2026-01-08,535.747429,39.9583,21407.56,USD,2026-01-08T18:30:00
291,47,3,2026-01-08,1169.430695,230.0115,268982.51,USD,2026-01-08T18:30:00
292,48,1,2026-01-08,452.87416,223.6201,101271.76,USD,2026-01-08T18:30:00
293,48,2,2026-01-08,832.0364,197.8351,164606.0,USD,2026-01-08T18:30:00
294,48,3,2026-01-08,74.40268,202.5729,15071.97,USD,2026-01-08T18:30:00
295,49,1,2026-01-08,65.746596,156.5773,10294.42,USD,2026-01-08T18:30:00
296,49,2,2026-01-08,518.206788,34.4386,17846.32,USD,2026-01-08T18:30:00
297,49,3,2026-01-08,66.947951,22.5288,1508.26,USD,2026-01-08T18:30:00
298,50,1,2026-01-08,1019.915176,106.4039,108522.95,USD,2026-01-08T18:30:00
299,50,2,2026-01-08,740.762372,108.6659,80495.61,USD,2026-01-08T18:30:00
300,50,3,2026-01-08,1037.499293,198.994,206456.13,USD,2026-01-08T18:30:00
301,1,1,2026-01-15,748.809788,118.8187,88972.61,USD,2026-01-15T18:30:00
302,1,2,2026-01-15,557.050912,112.7454,62804.93,USD,2026-01-15T18:30:00
303,1,3,2026-01-15,744.252845,34.3067,25532.86,USD,2026-01-15T18:30:00
304,2,1,2026-01-15,781.105711,172.1863,134495.7,USD,2026-01-15T18:30:00
305,2,2,2026-01-15,31.166495,134.1311,4180.4,USD,2026-01-15T18:30:00
306,2,3,2026-01-15,705.376028,35.9216,25338.24,USD,2026-01-15T18:30:00
307,3,1,2026-01-15,14.746299,181.1919,2671.91,USD,2026-01-15T18:30:00
308,3,2,2026-01-15,711.463798,211.7871,150678.85,USD,2026-01-15T18:30:00
309,3,3,2026-01-15,1085.24399,40.2356,43665.44,USD,2026-01-15T18:30:00
310,4,1,2026-01-15,610.677608,95.2939,58193.85,USD,2026-01-15T18:30:00
311,4,2,2026-01-15,577.679164,159.0042,91853.41,USD,2026-01-15T18:30:00
312,4,3,2026-01-15,223.108088,43.0414,9602.88,USD,2026-01-15T18:30:00
313,5,1,2026-01-15,52.884946,40.6434,2149.42,USD,2026-01-15T18:30:00
314,5,2,2026-01-15,701.426754,133.1502,93395.11,USD,2026-01-15T18:30:00
315,5,3,2026-01-15,782.045976,95.8585,74965.75,USD,2026-01-15T18:30:00
