commission_id,transaction_id,agent_id,fund_id,commission_date,commission_type,commission_rate,commission_amount,currency_code,created_at
34,34,1,1,2026-01-03,TRAIL,0.003,15.74,USD,2026-01-03T11:00:00
35,35,3,2,2026-01-03,TRAIL,0.005,168.71,USD,2026-01-03T11:00:00
36,36,1,1,2026-01-03,TRAIL,0.004,73.55,USD,2026-01-03T11:00:00
37,37,2,3,2026-01-03,TRAIL,0.003,84.7,USD,2026-01-03T11:00:00
38,38,1,1,2026-01-03,TRAIL,0.005,124.7,USD,2026-01-03T11:00:00
39,39,2,3,2026-01-03,TRAIL,0.003,119.56,USD,2026-01-03T11:00:00
40,40,3,3,2026-01-03,TRAIL,0.004,134.14,USD,2026-01-03T11:00:00
41,41,1,3,2026-01-04,TRAIL,0.004,141.76,USD,2026-01-04T11:00:00
42,42,1,1,2026-01-04,TRAIL,0.003,49.39,USD,2026-01-04T11:00:00
43,43,2,1,2026-01-04,TRAIL,0.004,58.19,USD,2026-01-04T11:00:00
44,44,3,1,2026-01-04,TRAIL,0.003,56.05,USD,2026-01-04T11:00:00
45,45,1,1,2026-01-04,TRAIL,0.003,84.34,USD,2026-01-04T11:00:00
46,46,3,2,2026-01-04,TRAIL,0.005,8.01,USD,2026-01-04T11:00:00
47,47,1,2,2026-01-04,TRAIL,0.005,17.59,USD,2026-01-04T11:00:00
48,48,3,1,2026-01-04,TRAIL,0.0025,11.58,USD,2026-01-04T11:00:00
49,49,1,1,2026-01-04,TRAIL,0.003,142.52,USD,2026-01-04T11:00:00
50,50,3,3,2026-01-04,TRAIL,0.003,92.13,USD,2026-01-04T11:00:00
51,51,1,3,2026-01-04,TRAIL,0.005,227.58,USD,2026-01-04T11:00:00
52,52,2,3,2026-01-04,TRAIL,0.003,92.62,USD,2026-01-04T11:00:00
53,53,3,1,2026-01-04,TRAIL,0.0025,12.45,USD,2026-01-04T11:00:00
54,54,2,1,2026-01-04,TRAIL,0.0025,86.95,USD,2026-01-04T11:00:00
55,55,1,3,2026-01-05,TRAIL,0.003,129.36,USD,2026-01-05T11:00:00
56,56,3,3,2026-01-05,TRAIL,0.0025,100.98,USD,2026-01-05T11:00:00
57,57,2,1,2026-01-05,TRAIL,0.0025,113.78,USD,2026-01-05T11:00:00
58,58,3,1,2026-01-05,TRAIL,0.004,120.63,USD,2026-01-05T11:00:00
59,59,1,1,2026-01-05,TRAIL,0.004,63.6,USD,2026-01-05T11:00:00
60,60,3,3,2026-01-05,TRAIL,0.005,24.71,USD,2026-01-05T11:00:00
61,61,1,2,2026-01-05,TRAIL,0.0025,5.67,USD,2026-01-05T11:00:00
62,62,3,3,2026-01-05,TRAIL,0.003,87.71,USD,2026-01-05T11:00:00
63,63,2,3,2026-01-05,TRAIL,0.005,229.44,USD,2026-01-05T11:00:00
64,64,3,2,2026-01-05,TRAIL,0.004,96.12,USD,2026-01-05T11:00:00
65,65,2,1,2026-01-05,TRAIL,0.004,68.64,USD,2026-01-05T11:00:00
66,66,3,3,2026-01-06,TRAIL,0.0025,13.29,USD,2026-01-06T11:00:00
67,67,1,2,2026-01-06,TRAIL,0.005,207.11,USD,2026-01-06T11:00:00
68,68,3,1,2026-01-06,TRAIL,0.005,93.64,USD,2026-01-06T11:00:00
69,69,3,1,2026-01-06,TRAIL,0.005,139.56,USD,2026-01-06T11:00:00
70,70,3,2,2026-01-06,TRAIL,0.003,146.05,USD,2026-01-06T11:00:00
71,71,3,1,2026-01-06,TRAIL,0.003,5.01,USD,2026-01-06T11:00:00
72,72,3,2,2026-01-06,TRAIL,0.004,130.95,USD,2026-01-06T11:00:00
73,73,3,3,2026-01-06,TRAIL,0.003,125.7,USD,2026-01-06T11:00:00
74,74,2,3,2026-01-06,TRAIL,0.003,31.02,USD,2026-01-06T11:00:00
75,75,1,2,2026-01-06,TRAIL,0.004,171.46,USD,2026-01-06T11:00:00
76,76,3,2,2026-01-06,TRAIL,0.005,210.18,USD,2026-01-06T11:00:00
77,77,1,2,2026-01-06,TRAIL,0.005,89.56,USD,2026-01-06T11:00:00
78,78,2,2,2026-01-06,TRAIL,0.005,245.29,USD,2026-01-06T11:00:00
79,79,1,2,2026-01-06,TRAIL,0.005,187.45,USD,2026-01-06T11:00:00
80,80,1,3,2026-01-06,TRAIL,0.0025,82.37,USD,2026-01-06T11:00:00
81,81,2,3,2026-01-06,TRAIL,0.005,86.34,USD,2026-01-06T11:00:00
82,82,3,3,2026-01-06,TRAIL,0.003,5.26,USD,2026-01-06T11:00:00
83,83,1,2,2026-01-06,TRAIL,0.005,69.93,USD,2026-01-06T11:00:00
84,84,1,2,2026-01-07,TRAIL,0.004,172.43,USD,2026-01-07T11:00:00
85,85,3,3,2026-01-07,TRAIL,0.0025,62.27,USD,2026-01-07T11:00:00
86,86,2,3,2026-01-07,TRAIL,0.0025,37.7,USD,2026-01-07T11:00:00
87,87,1,1,2026-01-07,TRAIL,0.003,106.47,USD,2026-01-07T11:00:00
88,88,3,2,2026-01-07,TRAIL,0.004,13.01,USD,2026-01-07T11:00:00
89,89,3,2,2026-01-07,TRAIL,0.003,38.9,USD,2026-01-07T11:00:00
90,90,2,1,2026-01-07,TRAIL,0.003,131.01,USD,2026-01-07T11:00:00
91,91,2,3,2026-01-07,TRAIL,0.004,94.39,USD,2026-01-07T11:00:00
92,92,2,1,2026-01-07,TRAIL,0.003,71.39,USD,2026-01-07T11:00:00
93,93,1,2,2026-01-07,TRAIL,0.005,246.97,USD,2026-01-07T11:00:00
94,94,3,2,2026-01-07,TRAIL,0.005,79.02,USD,2026-01-07T11:00:00
95,95,3,1,2026-01-07,TRAIL,0.004,74.36,USD,2026-01-07T11:00:00
96,96,2,3,2026-01-07,TRAIL,0.0025,3.49,USD,2026-01-07T11:00:00
97,97,2,3,2026-01-07,TRAIL,0.003,135.91,USD,2026-01-07T11:00:00
98,98,2,2,2026-01-07,TRAIL,0.003,30.95,USD,2026-01-07T11:00:00
99,99,3,1,2026-01-07,TRAIL,0.005,163.35,USD,2026-01-07T11:00:00
100,100,3,3,2026-01-07,TRAIL,0.004,29.76,USD,2026-01-07T11:00:00
101,101,1,2,2026-01-07,TRAIL,0.004,29.9,USD,2026-01-07T11:00:00
102,102,3,2,2026-01-08,TRAIL,0.005,67.96,USD,2026-01-08T11:00:00
103,103,1,3,2026-01-08,TRAIL,0.0025,101.02,USD,2026-01-08T11:00:00
104,104,1,1,2026-01-08,TRAIL,0.004,145.95,USD,2026-01-08T11:00:00
105,105,1,2,2026-01-08,TRAIL,0.004,109.17,USD,2026-01-08T11:00:00
106,106,2,2,2026-01-08,TRAIL,0.003,141.22,USD,2026-01-08T11:00:00
107,107,2,1,2026-01-08,TRAIL,0.003,141.65,USD,2026-01-08T11:00:00
108,108,2,1,2026-01-08,TRAIL,0.005,118.75,USD,2026-01-08T11:00:00
109,109,3,1,2026-01-08,TRAIL,0.0025,7.06,USD,2026-01-08T11:00:00
110,110,3,1,2026-01-08,TRAIL,0.005,38.24,USD,2026-01-08T11:00:00
111,111,2,3,2026-01-08,TRAIL,0.005,221.93,USD,2026-01-08T11:00:00
112,112,2,2,2026-01-08,TRAIL,0.003,44.12,USD,2026-01-08T11:00:00
113,113,1,2,2026-01-08,TRAIL,0.004,171.67,USD,2026-01-08T11:00:00
114,114,2,3,2026-01-08,TRAIL,0.0025,51.27,USD,2026-01-08T11:00:00
115,115,2,1,2026-01-08,TRAIL,0.0025,81.11,USD,2026-01-08T11:00:00
116,116,3,2,2026-01-08,TRAIL,0.0025,17.93,USD,2026-01-08T11:00:00
117,117,3,3,2026-01-08,TRAIL,0.004,46.33,USD,2026-01-08T11:00:00
118,118,2,1,2026-01-09,TRAIL,0.004,196.87,USD,2026-01-09T11:00:00
119,119,1,1,2026-01-09,TRAIL,0.003,6.79,USD,2026-01-09T11:00:00
120,120,2,2,2026-01-09,TRAIL,0.005,70.02,USD,2026-01-09T11:00:00
121,121,3,1,2026-01-09,TRAIL,0.0025,60.84,USD,2026-01-09T11:00:00
122,122,1,3,2026-01-09,TRAIL,0.004,124.56,USD,2026-01-09T11:00:00
123,123,2,3,2026-01-09,TRAIL,0.005,19.9,USD,2026-01-09T11:00:00
124,124,1,3,2026-01-09,TRAIL,0.0025,89.77,USD,2026-01-09T11:00:00
125,125,1,3,2026-01-09,TRAIL,0.004,28.73,USD,2026-01-09T11:00:00
126,126,1,3,2026-01-09,TRAIL,0.0025,58.08,USD,2026-01-09T11:00:00
127,127,3,1,2026-01-09,TRAIL,0.003,98.68,USD,2026-01-09T11:00:00
128,128,1,1,2026-01-10,TRAIL,0.0025,103.86,USD,2026-01-10T11:00:00
129,129,1,2,2026-01-10,TRAIL,0.005,67.45,USD,2026-01-10T11:00:00
130,130,1,1,2026-01-10,TRAIL,0.004,22.27,USD,2026-01-10T11:00:00
131,131,2,3,2026-01-10,TRAIL,0.0025,119.69,USD,2026-01-10T11:00:00
132,132,3,2,2026-01-10,TRAIL,0.0025,117.79,USD,2026-01-10T11:00:00
133,133,1,3,2026-01-10,TRAIL,0.003,18.23,USD,2026-01-10T11:00:00
134,134,2,2,2026-01-10,TRAIL,0.004,25.21,USD,2026-01-10T11:00:00
135,135,3,2,2026-01-10,TRAIL,0.0025,101.38,USD,2026-01-10T11:00:00
136,136,2,3,2026-01-10,TRAIL,0.004,56.42,USD,2026-01-10T11:00:00
137,137,3,2,2026-01-10,TRAIL,0.005,218.12,USD,2026-01-10T11:00:00
138,138,1,1,2026-01-10,TRAIL,0.003,145.86,USD,2026-01-10T11:00:00
139,139,1,2,2026-01-10,TRAIL,0.004,34.85,USD,2026-01-10T11:00:00
140,140,1,3,2026-01-10,TRAIL,0.0025,110.71,USD,2026-01-10T11:00:00
141,141,1,1,2026-01-10,TRAIL,0.005,167.18,USD,2026-01-10T11:00:00
142,142,1,1,2026-01-11,TRAIL,0.004,26.31,USD,2026-01-11T11:00:00
143,143,1,3,2026-01-11,TRAIL,0.003,80.46,USD,2026-01-11T11:00:00
144,144,3,3,2026-01-11,TRAIL,0.003,33.05,USD,2026-01-11T11:00:00
145,145,3,2,2026-01-11,TRAIL,0.005,34.4,USD,2026-01-11T11:00:00
146,146,1,1,2026-01-11,TRAIL,0.004,141.92,USD,2026-01-11T11:00:00
147,147,1,2,2026-01-11,TRAIL,0.0025,7.68,USD,2026-01-11T11:00:00
148,148,1,3,2026-01-11,TRAIL,0.004,83.27,USD,2026-01-11T11:00:00
149,149,3,2,2026-01-11,TRAIL,0.005,84.57,USD,2026-01-11T11:00:00
150,150,3,2,2026-01-11,TRAIL,0.005,211.9,USD,2026-01-11T11:00:00
151,151,3,1,2026-01-11,TRAIL,0.004,64.81,USD,2026-01-11T11:00:00
152,152,1,1,2026-01-11,TRAIL,0.003,96.08,USD,2026-01-11T11:00:00
153,153,1,2,2026-01-11,TRAIL,0.003,143.86,USD,2026-01-11T11:00:00
154,154,2,1,2026-01-11,TRAIL,0.0025,26.67,USD,2026-01-11T11:00:00
155,155,1,3,2026-01-11,TRAIL,0.005,189.84,USD,2026-01-11T11:00:00
156,156,1,3,2026-01-12,TRAIL,0.004,126.41,USD,2026-01-12T11:00:00
157,157,1,2,2026-01-12,TRAIL,0.004,90.67,USD,2026-01-12T11:00:00
158,158,2,1,2026-01-12,TRAIL,0.0025,11.59,USD,2026-01-12T11:00:00
159,159,3,2,2026-01-12,TRAIL,0.0025,11.9,USD,2026-01-12T11:00:00
160,160,2,3,2026-01-12,TRAIL,0.0025,59.18,USD,2026-01-12T11:00:00
161,161,1,3,2026-01-12,TRAIL,0.003,50.26,USD,2026-01-12T11:00:00
162,162,3,2,2026-01-12,TRAIL,0.0025,112.64,USD,2026-01-12T11:00:00
163,163,3,3,2026-01-12,TRAIL,0.005,65.7,USD,2026-01-12T11:00:00
164,164,3,3,2026-01-12,TRAIL,0.005,94.16,USD,2026-01-12T11:00:00
165,165,3,2,2026-01-12,TRAIL,0.004,14.26,USD,2026-01-12T11:00:00
166,166,1,2,2026-01-12,TRAIL,0.003,102.72,USD,2026-01-12T11:00:00
167,167,3,1,2026-01-12,TRAIL,0.005,39.65,USD,2026-01-12T11:00:00
168,168,2,3,2026-01-12,TRAIL,0.004,20.6,USD,2026-01-12T11:00:00
169,169,2,3,2026-01-12,TRAIL,0.0025,118.52,USD,2026-01-12T11:00:00
170,170,2,3,2026-01-12,TRAIL,0.003,56.19,USD,2026-01-12T11:00:00
171,171,1,2,2026-01-12,TRAIL,0.003,74.48,USD,2026-01-12T11:00:00
172,172,1,1,2026-01-12,TRAIL,0.0025,99.04,USD,2026-01-12T11:00:00
173,173,2,2,2026-01-12,TRAIL,0.003,93.85,USD,2026-01-12T11:00:00
174,174,1,3,2026-01-13,TRAIL,0.005,203.22,USD,2026-01-13T11:00:00
175,175,3,2,2026-01-13,TRAIL,0.004,145.04,USD,2026-01-13T11:00:00
176,176,3,3,2026-01-13,TRAIL,0.005,62.33,USD,2026-01-13T11:00:00
177,177,2,2,2026-01-13,TRAIL,0.004,115.8,USD,2026-01-13T11:00:00
178,178,1,2,2026-01-13,TRAIL,0.003,64.54,USD,2026-01-13T11:00:00
179,179,2,1,2026-01-13,TRAIL,0.004,14.23,USD,2026-01-13T11:00:00
180,180,2,1,2026-01-13,TRAIL,0.0025,65.7,USD,2026-01-13T11:00:00
181,181,3,1,2026-01-13,TRAIL,0.005,226.8,USD,2026-01-13T11:00:00
182,182,1,1,2026-01-13,TRAIL,0.005,221.73,USD,2026-01-13T11:00:00
183,183,3,2,2026-01-13,TRAIL,0.004,50.21,USD,2026-01-13T11:00:00
184,184,2,2,2026-01-14,TRAIL,0.003,126.36,USD,2026-01-14T11:00:00
185,185,2,1,2026-01-14,TRAIL,0.003,124.97,USD,2026-01-14T11:00:00
186,186,3,3,2026-01-14,TRAIL,0.0025,77.88,USD,2026-01-14T11:00:00
187,187,3,1,2026-01-14,TRAIL,0.005,139.46,USD,2026-01-14T11:00:00
188,188,3,2,2026-01-14,TRAIL,0.005,34.85,USD,2026-01-14T11:00:00
189,189,1,1,2026-01-14,TRAIL,0.003,76.47,USD,2026-01-14T11:00:00
190,190,3,1,2026-01-14,TRAIL,0.005,5.38,USD,2026-01-14T11:00:00
191,191,1,3,2026-01-14,TRAIL,0.0025,66.63,USD,2026-01-14T11:00:00
192,192,1,2,2026-01-14,TRAIL,0.0025,49.89,USD,2026-01-14T11:00:00
193,193,3,1,2026-01-14,TRAIL,0.004,147.66,USD,2026-01-14T11:00:00
194,194,2,1,2026-01-14,TRAIL,0.005,87.94,USD,2026-01-14T11:00:00
195,195,3,1,2026-01-15,TRAIL,0.005,20.46,USD,2026-01-15T11:00:00
196,196,3,2,2026-01-15,TRAIL,0.004,159.06,USD,2026-01-15T11:00:00
197,197,2,3,2026-01-15,TRAIL,0.0025,102.39,USD,2026-01-15T11:00:00
198,198,3,3,2026-01-15,TRAIL,0.004,73.97,USD,2026-01-15T11:00:00
199,199,1,1,2026-01-15,TRAIL,0.005,112.05,USD,2026-01-15T11:00:00
200,200,1,2,2026-01-15,TRAIL,0.004,101.26,USD,2026-01-15T11:00:00
201,201,1,3,2026-01-15,TRAIL,0.003,66.3,USD,2026-01-15T11:00:00
202,202,2,2,2026-01-15,TRAIL,0.004,19.69,USD,2026-01-15T11:00:00
203,203,1,3,2026-01-15,TRAIL,0.005,45.83,USD,2026-01-15T11:00:00
204,204,3,3,2026-01-15,TRAIL,0.004,73.1,USD,2026-01-15T11:00:00
205,205,3,1,2026-01-15,TRAIL,0.003,96.71,USD,2026-01-15T11:00:00
206,206,2,1,2026-01-15,TRAIL,0.003,102.68,USD,2026-01-15T11:00:00
207,207,1,1,2026-01-15,TRAIL,0.0025,47.38,USD,2026-01-15T11:00:00
208,208,2,1,2026-01-15,TRAIL,0.0025,118.73,USD,2026-01-15T11:00:00
209,209,1,1,2026-01-15,TRAIL,0.003,61.51,USD,2026-01-15T11:00:00
210,210,2,3,2026-01-16,TRAIL,0.0025,65.92,USD,2026-01-16T11:00:00
211,211,3,2,2026-01-16,TRAIL,0.005,57.57,USD,2026-01-16T11:00:00
212,212,2,1,2026-01-16,TRAIL,0.005,23.14,USD,2026-01-16T11:00:00
213,213,1,3,2026-01-16,TRAIL,0.0025,123.36,USD,2026-01-16T11:00:00
214,214,2,3,2026-01-16,TRAIL,0.003,47.09,USD,2026-01-16T11:00:00
215,215,1,3,2026-01-16,TRAIL,0.003,147.81,USD,2026-01-16T11:00:00
216,216,2,1,2026-01-16,TRAIL,0.003,87.12,USD,2026-01-16T11:00:00
217,217,2,1,2026-01-16,TRAIL,0.005,102.55,USD,2026-01-16T11:00:00
218,218,3,2,2026-01-16,TRAIL,0.004,165.37,USD,2026-01-16T11:00:00
219,219,1,2,2026-01-17,TRAIL,0.003,79.05,USD,2026-01-17T11:00:00
220,220,1,1,2026-01-17,TRAIL,0.0025,114.06,USD,2026-01-17T11:00:00
221,221,3,1,2026-01-17,TRAIL,0.003,26.81,USD,2026-01-17T11:00:00
222,222,3,3,2026-01-17,TRAIL,0.004,169.8,USD,2026-01-17T11:00:00
223,223,2,3,2026-01-17,TRAIL,0.003,81.42,USD,2026-01-17T11:00:00
224,224,2,3,2026-01-17,TRAIL,0.004,133.11,USD,2026-01-17T11:00:00
225,225,1,1,2026-01-17,TRAIL,0.004,9.56,USD,2026-01-17T11:00:00
226,226,2,1,2026-01-17,TRAIL,0.005,107.06,USD,2026-01-17T11:00:00
227,227,3,3,2026-01-17,TRAIL,0.005,239.38,USD,2026-01-17T11:00:00
228,228,2,2,2026-01-17,TRAIL,0.005,19.68,USD,2026-01-17T11:00:00
229,229,2,1,2026-01-17,TRAIL,0.004,32.16,USD,2026-01-17T11:00:00
230,230,3,2,2026-01-17,TRAIL,0.0025,18.52,USD,2026-01-17T11:00:00
231,231,1,1,2026-01-17,TRAIL,0.0025,35.27,USD,2026-01-17T11:00:00
232,232,3,2,2026-01-17,TRAIL,0.003,130.03,USD,2026-01-17T11:00:00
233,233,1,3,2026-01-17,TRAIL,0.005,51.51,USD,2026-01-17T11:00:00
234,234,2,2,2026-01-17,TRAIL,0.005,27.06,USD,2026-01-17T11:00:00
235,235,2,1,2026-01-17,TRAIL,0.005,16.92,USD,2026-01-17T11:00:00
236,236,1,3,2026-01-17,TRAIL,0.004,25.07,USD,2026-01-17T11:00:00
237,237,3,2,2026-01-18,TRAIL,0.003,61.89,USD,2026-01-18T11:00:00
238,238,1,3,2026-01-18,TRAIL,0.004,79.72,USD,2026-01-18T11:00:00
239,239,2,3,2026-01-18,TRAIL,0.004,29.22,USD,2026-01-18T11:00:00
240,240,3,3,2026-01-18,TRAIL,0.005,189.97,USD,2026-01-18T11:00:00
241,241,3,1,2026-01-18,TRAIL,0.005,38.57,USD,2026-01-18T11:00:00
242,242,3,2,2026-01-18,TRAIL,0.004,179.05,USD,2026-01-18T11:00:00
243,243,2,2,2026-01-18,TRAIL,0.004,148.91,USD,2026-01-18T11:00:00
244,244,3,3,2026-01-18,TRAIL,0.0025,89.32,USD,2026-01-18T11:00:00
245,245,1,2,2026-01-18,TRAIL,0.0025,122.54,USD,2026-01-18T11:00:00
246,246,2,2,2026-01-18,TRAIL,0.003,99.37,USD,2026-01-18T11:00:00
247,247,3,1,2026-01-18,TRAIL,0.005,46.78,USD,2026-01-18T11:00:00
248,248,1,3,2026-01-18,TRAIL,0.003,87.17,USD,2026-01-18T11:00:00
249,249,2,2,2026-01-18,TRAIL,0.005,42.1,USD,2026-01-18T11:00:00
250,250,1,3,2026-01-19,TRAIL,0.0025,109.42,USD,2026-01-19T11:00:00
251,251,3,1,2026-01-19,TRAIL,0.005,142.42,USD,2026-01-19T11:00:00
252,252,3,2,2026-01-19,TRAIL,0.004,37.94,USD,2026-01-19T11:00:00
253,253,2,2,2026-01-19,TRAIL,0.004,174.06,USD,2026-01-19T11:00:00
254,254,2,2,2026-01-19,TRAIL,0.003,39.24,USD,2026-01-19T11:00:00
255,255,2,2,2026-01-19,TRAIL,0.005,174.11,USD,2026-01-19T11:00:00
256,256,3,3,2026-01-19,TRAIL,0.0025,99.94,USD,2026-01-19T11:00:00
257,257,1,3,2026-01-19,TRAIL,0.004,179.57,USD,2026-01-19T11:00:00
258,258,1,1,2026-01-19,TRAIL,0.004,60.38,USD,2026-01-19T11:00:00
259,259,1,3,2026-01-19,TRAIL,0.004,97.9,USD,2026-01-19T11:00:00
260,260,2,3,2026-01-19,TRAIL,0.003,19.06,USD,2026-01-19T11:00:00
261,261,2,1,2026-01-19,TRAIL,0.0025,67.55,USD,2026-01-19T11:00:00
262,262,3,2,2026-01-19,TRAIL,0.003,72.44,USD,2026-01-19T11:00:00
263,263,3,3,2026-01-19,TRAIL,0.005,43.7,USD,2026-01-19T11:00:00
264,264,2,3,2026-01-19,TRAIL,0.0025,120.58,USD,2026-01-19T11:00:00
265,265,1,1,2026-01-19,TRAIL,0.0025,30.95,USD,2026-01-19T11:00:00
266,266,3,1,2026-01-20,TRAIL,0.005,13.9,USD,2026-01-20T11:00:00
267,267,1,3,2026-01-20,TRAIL,0.0025,115.94,USD,2026-01-20T11:00:00
268,268,2,3,2026-01-20,TRAIL,0.005,232.47,USD,2026-01-20T11:00:00
269,269,2,3,2026-01-20,TRAIL,0.005,222.87,USD,2026-01-20T11:00:00
270,270,1,1,2026-01-20,TRAIL,0.004,68.81,USD,2026-01-20T11:00:00
271,271,3,1,2026-01-20,TRAIL,0.003,52.56,USD,2026-01-20T11:00:00
272,272,1,3,2026-01-20,TRAIL,0.004,179.82,USD,2026-01-20T11:00:00
273,273,1,2,2026-01-20,TRAIL,0.004,40.22,USD,2026-01-20T11:00:00
274,274,2,1,2026-01-20,TRAIL,0.004,50.16,USD,2026-01-20T11:00:00
275,275,2,3,2026-01-20,TRAIL,0.003,4.68,USD,2026-01-20T11:00:00
276,276,2,1,2026-01-21,TRAIL,0.004,35.3,USD,2026-01-21T11:00:00
277,277,3,1,2026-01-21,TRAIL,0.003,141.27,USD,2026-01-21T11:00:00
278,278,1,1,2026-01-21,TRAIL,0.004,93.18,USD,2026-01-21T11:00:00
279,279,3,3,2026-01-21,TRAIL,0.003,72.21,USD,2026-01-21T11:00:00
280,280,3,1,2026-01-21,TRAIL,0.005,150.97,USD,2026-01-21T11:00:00
281,281,3,3,2026-01-21,TRAIL,0.003,137.83,USD,2026-01-21T11:00:00
282,282,1,3,2026-01-21,TRAIL,0.0025,42.69,USD,2026-01-21T11:00:00
283,283,1,1,2026-01-21,TRAIL,0.005,124.76,USD,2026-01-21T11:00:00
284,284,2,1,2026-01-22,TRAIL,0.005,116.92,USD,2026-01-22T11:00:00
285,285,1,2,2026-01-22,TRAIL,0.003,61.2,USD,2026-01-22T11:00:00
286,286,2,1,2026-01-22,TRAIL,0.0025,44.7,USD,2026-01-22T11:00:00
287,287,1,2,2026-01-22,TRAIL,0.005,105.17,USD,2026-01-22T11:00:00
288,288,1,2,2026-01-22,TRAIL,0.0025,114.85,USD,2026-01-22T11:00:00
289,289,1,3,2026-01-22,TRAIL,0.0025,18.79,USD,2026-01-22T11:00:00
290,290,1,3,2026-01-22,TRAIL,0.0025,18.1,USD,2026-01-22T11:00:00
291,291,3,1,2026-01-22,TRAIL,0.005,118.44,USD,2026-01-22T11:00:00
292,292,1,1,2026-01-23,TRAIL,0.0025,44.9,USD,2026-01-23T11:00:00
293,293,3,3,2026-01-23,TRAIL,0.0025,96.34,USD,2026-01-23T11:00:00
294,294,2,1,2026-01-23,TRAIL,0.0025,75.26,USD,2026-01-23T11:00:00
295,295,2,3,2026-01-23,TRAIL,0.0025,56.27,USD,2026-01-23T11:00:00
296,296,2,3,2026-01-23,TRAIL,0.004,49.9,USD,2026-01-23T11:00:00
297,297,1,3,2026-01-23,TRAIL,0.003,123.3,USD,2026-01-23T11:00:00
298,298,2,3,2026-01-23,TRAIL,0.003,47.17,USD,2026-01-23T11:00:00
299,299,3,3,2026-01-23,TRAIL,0.005,126.43,USD,2026-01-23T11:00:00
300,300,3,2,2026-01-23,TRAIL,0.003,63.01,USD,2026-01-23T11:00:00
301,301,3,3,2026-01-23,TRAIL,0.003,127.85,USD,2026-01-23T11:00:00
302,302,2,1,2026-01-23,TRAIL,0.003,145.26,USD,2026-01-23T11:00:00
303,303,1,1,2026-01-23,TRAIL,0.005,85.91,USD,2026-01-23T11:00:00
304,304,1,1,2026-01-23,TRAIL,0.005,208.2,USD,2026-01-23T11:00:00
305,305,1,3,2026-01-23,TRAIL,0.003,131.42,USD,2026-01-23T11:00:00
306,306,2,1,2026-01-23,TRAIL,0.0025,43.29,USD,2026-01-23T11:00:00
307,307,1,1,2026-01-23,TRAIL,0.005,33.74,USD,2026-01-23T11:00:00
